Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
SART2414,Term 1 2019,"Art & Design, Paddington",1,0,"This course places emphasis on the development of ideas and concepts of photography within the context of digital culture and contemporary art. It introduces you to digital image capture technologies (DSLR cameras, flatbed scanners), and workflow management (using digital tools and image processing) as well as fine art digital printing.",No Prerequisites,6 Units of Credit
SART2415,Term 2 2019,"Art & Design, Paddington",1,0,"At what point do worlds and photographs collide to confuse perception, fabricate logic or create social tension? In this course you will explore the nature of photographic vision and the staging of ideas through the lens of medium format photography. In conjunction with these objectives you will develop your knowledge of location lighting, high-end scanning and a variety of output options to contextualise your concepts.",No Prerequisites,6 Units of Credit
SART2416,Term 1 2019,"Art & Design, Paddington",1,0,"Traditionally photography has been thought about as both an object of science and as way of scientifically observing the world. From photography's first light to the glowing screen of a phone you hold within the palm of your hand, we've longed to capture and possess life's invisible phenomena as well as its transient moments. This course explores the legacy of black and white experimental image-making processes using 35mm film and traditional darkroom techniques alongside their transformation within the context of new digital imaging technologies and social media platforms.",No Prerequisites,6 Units of Credit
SART2417,Term 2 2019,"Art & Design, Paddington",1,0,"Light can be the difference between materiality and immateriality – it's all in the way the shadows fall. This course develops your conceptual and technical knowledge of photography through an examination of micro and macro worlds constructed in the photographic studio environment. The course focuses on making the inanimate animate through the shaping of light. You will explore basic aspects of studio lighting and build your knowledge of different equipment and techniques, including electronic flash and tungsten lighting.",No Prerequisites,6 Units of Credit
SART2818,"Term 1 2019, Term 2 2019","Art & Design, Paddington",1,0,"This unique course emphasises printmaking as a collaborative and community-oriented practice. The course introduces etching (intaglio) processes in the setting of an artist residency program, providing opportunities for you to work with visiting artists in the studio.
Previous printmaking skills are not essential to undertake this course. Studio-based assessments will support you to develop your own approach to printmaking in your creative practice.",No Prerequisites,6 Units of Credit
SART2819,"Term 1 2019, Term 2 2019","Art & Design, Paddington",1,0,"Building on your previous experiences in printmaking, this course asks you to assume a leadership role in the setting of an artist residency program, providing opportunities for you to work with visiting artists in the studio. Continuing to emphasise printmaking as a collaborative and community-oriented practice, this course develops your abilities as a skilled and creative facilitator, able to collaboratively assist other artists in a printmaking setting. Studio-based assessments support you to further develop your own approach to printmaking in your creative practice.",Prerequisite: SART2818.,6 Units of Credit
SART2829,Term 2 2019,"Art & Design, Paddington",1,0,"This course will provide an introduction to human anatomy primarily through the study of surface form and skeletal and muscular structures. Emphasis will be placed on direct observation of the nude model, the écorché model, skeleton, casts and prepared anatomical specimens. A range of approaches will be included to encourage students to understand basic anatomical constructs and drawing. Perspectives on historical and contemporary anatomical art will provide students with a platform for developing their own investigations and creative responses.",No Prerequisites,6 Units of Credit
SART2832,Term 3 2019,"Art & Design, Paddington",1,0,"This course provides an opportunity for students to study life drawing. With an emphasis on direct observational drawing of the nude model, students will develop an understanding of the structure and form of the human body and the various conventions and interpretative possibilities for representing it. A range of approaches and techniques will be introduced to facilitate the investigation and depiction of proportion, form, foreshortening, movement and position of the figure in space, alongside concepts and themes that contextualize and extend a student’s figure drawing practice.",No Prerequisites,6 Units of Credit
SART2845,"Term 1 2019, Term 2 2019","Art & Design, Paddington",1,0,"This course is designed to enable students to experience the practical applications of a concentrated time in the field using a variety of media and motifs derived from a first hand encounter with a specific landscape. By working 'en plein air' from direct observations, this course will deal with the natural world as a source of ideas and inspiration and practical solutions to working outside the studio environment. Students will also be required to use the material gathered in the field in developing studio work.",No Prerequisites,6 Units of Credit
SART3400,Term 1 2019,"Art & Design, Paddington",1,0,"Painting in the Expanded Field will encourage you to develop an individually conceived art practice that explores materials, processes, technologies and formats which can contribute to a broader understanding of painting as a discipline. Questions of interest include, What constitutes painting? How might an understanding of painting as a medium, material, process, object, concept or discourse be meaningfully expanded through an engagement with other disciplines such as photography, sculpture, installation, design, craft and digital media? To what extent can an interaction with everyday life and 'non-painting' take place and still relate to painting?
Painting in the Expanded Field is an advanced Year 3 studio course within the BFA(Hons) or BMA(Hons) program. It is one of a suite of interrelated core Painting courses that comprise a four-course specialisation in the BFA(Hons) or BMA(Hons) program. This specialist course covers professional studio knowledge, skills and attitudes for painting. This course builds upon concepts and methodologies introduced in Year 2 Painting courses, and relates to companion Year 3 Painting courses by providing a context for more advanced and self-directed studies.",L2 Painting Prerequisite,6 Units of Credit
SART3401,Term 1 2019,"Art & Design, Paddington",1,0,"Painting Futures Studio will enable you to develop an individually conceived art practice that explores  speculative propositions and tests new ideas. You will be required to address how creative concepts  inform the future. You will investigate questions such as, What insight can be gained from the history of  painting and how can it provide a context for the future? What are the  realities of the present that point toward the next age? In response you will be asked to identify areas of research in relation to a  consideration of future. Areas of interest might include utopias and  dystopias, posthumanism, evolution, science fiction, scientific  discovery, parallel worlds, virtuality, and ecological prospects. This will help you to better appreciate the extent to which painting can offer a way to think about the future.
Painting Futures is an advanced Year 3 studio course within  the BFA(Hons) or BMA(Hons) program. It is one of a suite of interrelated  core Painting courses that comprise a four-course specialisation in the  BFA(Hons) or BMA(Hons) program. This specialist course covers  professional studio knowledge, skills and attitudes for painting. This  course builds upon concepts and methodologies introduced in Year 2  Painting courses, and relates to companion Year 3 Painting courses by  providing a context for more advanced and self-directed studies.",L2 Painting Prerequisite,6 Units of Credit
SART3402,Term 2 2019,"Art & Design, Paddington",1,0,"This course allows you to concentrate on your major creative direction as an artist. You will be required to research your chosen area of interest and initiate a body of studio work informed by the relationship between your own practice-based research, contemporary art practice and inter-disciplinary methodologies. The course assists you to extend and develop the focus of your inquiry towards a coherent body of work, building upon the theories and concepts that have emerged in your course of study. You will be encouraged to evaluate and articulate the relationship between your proposed intentions and the outcomes achieved in your studio practice.
Painting: Studio in Context is an advanced Year 3 studio  course within the BFA(Hons) or BMA(Hons) program. It is one of a suite  of interrelated core Painting courses that comprise a four-course  specialisation in the BFA(Hons) or BMA(Hons) program. This specialist  course covers professional studio knowledge, skills and attitudes for  painting. This course builds upon concepts and methodologies introduced  in Year 2 Painting courses, and relates to companion Year 3 Painting  courses by providing a context for more advanced and self-directed  studies.",L2 Painting Prerequisite,6 Units of Credit
SART3403,Term 2 2019,"Art & Design, Paddington",1,0,"Painting: Studio Practice requires you to undertake advanced research and experimentation with mediums and processes contextualised by contemporary painting practice and your individual research priorities. You will further explore methodologies through studio-based investigation and critical reflection. Studio activities will develop your project proposal into finished works, in consultation and using guidance offered in class tutorial sessions. You will receive the critical support needed to pursue practice-led research methodologies in relation to contemporary painting. Building from previous studies in the other Painting courses, Painting: Studio Practice will lead to develop the basis for a more committed and focused body of research suitable for further development in the Honours year.
Painting: Studio Practice is an advanced Year 3 studio course within the BFA(Hons) or BMA(Hons) program. It is one of a suite of interrelated core Painting courses that comprise a four-course specialisation in the BFA(Hons) or BMA(Hons) program. This specialist course covers professional studio knowledge, skills and attitudes for painting. This course builds upon concepts and methodologies introduced in Year 2 Painting courses, and relates to companion Year 3 Painting courses by providing a context for more advanced and self-directed studies.",L2 Painting Prerequisite,6 Units of Credit
SART3404,Term 1 2019,"Art & Design, Paddington",1,0,"Printmaking: Expanded Fields offers a balance between concept and process-based instruction involving lecture, individual and group critiques, and relevant technical demonstrations that will further an awareness of the place and diversity of the print in the field of contemporary art. Through individually managed projects, fostering the establishment of a research base, you will have access to the full range of printmaking methods and be encouraged to combine them or incorporate other fine art processes in your developing practice. Assessment will involve 1 set project and 2 self-directed projects using a working proposal that articulates the scope of your creative interests and a plan for its realisation. This 3rd year studio course contributes to one of two, four-course specialist Printmaking 'streams'. It builds upon the knowledge and skills generated in the SART2404, SART2405 stream, along with other stream and elective courses, to establish a technical and conceptual framework for the SART3405 Printmaking: Independent Studio Practice course.",L2 Printmaking Prerequisite,6 Units of Credit
SART3406,Term 2 2019,"Art & Design, Paddington",1,0,"Printmaking: Media and the Message is a Level 3 course which furthers your awareness of the roles and diversity of the printmaking as a media of contemporary art practice.  The course addresses both development of concepts and development of process.  It uses lectures, individual and group critiques, and relevant technical demonstrations to support your individually managed projects, and foster the establishment of a base for research.  The course will support your development as an artist through access to the full range of printmaking methods and offer encouragement to combine them or incorporate other fine art processes in your developing practice.  Assessment will involve 1 set project and 2 self-directed projects based on your working proposal that articulates the scope of your creative interests and a plan for its realisation. This 3rd year studio course contributes to one of two, four-course specialist Printmaking 'streams'. It builds upon the knowledge and skills generated in the Level 2 courses, to establish a technical and conceptual framework for the development towards an independent printmaking practice.",L2 Printmaking Prerequisite,6 Units of Credit
SART3408,Term 1 2019,"Art & Design, Paddington",1,0,"This specialist course teaches professional studio management and vocational strategies in the Sculpture Performance & Installation Studio. You learn how to effectively respond to a public art commission, identify the Visual Arts research field in which your art practice is located in preparation for Honours, and produce self initiated artworks for formal public exhibition, including the documentation of ephemeral works. This project work  prepares you for a vocation in the Visual Arts industry. You will devise a hypothetical public art commission, do the fieldwork of an appropriately selected site, plan and produce a proposal for formal submission to an acting commissioning panel.
This enquiry deepens your understanding of where your practice is located in the fields of research associated with contemporary art practice, a key aspect of studio research in Honours. Self initiated artworks are produced in consultation with your lecturer, including site specific works, environmental works, at the Sculpture Camp, which is associated with the Faculty of Art & Design's Environmental Research Initiative for Art (ERIA), located in SPI.
You will also focus on accurate documentation as a vital skill for exhibiting representations of your ephemeral artworks. Your artworks will be formally exhibited with attention to conventions surrounding exhibitions, such as writing an artist's statement of intent for a catalogue. On-going feedback, analysis and assessment of works, your leadership and contributions to the community of scholarship and creativity in SPI contributes the process of induction into a vocation in Fine Arts.",L2 SPI Prerequisite,6 Units of Credit
SART3409,Term 2 2019,"Art & Design, Paddington",1,0,"This studio based course teaches Sculpture, Performance, and Installation Art in all its cross disciplinary, cross cultural guises. The aim is to produce a self motivated practice resulting in a substantial body of major artworks. Conceived and executed under your own aegis, you will  make artworks,  with the guidance of your lecturer, building on your experience of the many approaches, conceptual frameworks and open experimentation experienced in previous studio courses, and your studies of the theory and history of Contemporary Art Practice. Exploratory experimentation is underpinned by a rigorous attention to your aesthetic and conceptual objectives, your methods of material execution, whether action based or ephemeral. With an emphasis on progressing your independent practice, the course supports your imminent transition to the rigour of studies in Honours, and from art student to contributor to the wider arts community and a vocation in the arts industry. The course aims to equip you with management skills to facilitate this transition, reinforced by feedback, tutorials. skills acquisition tailored to the requirements of your self initiated practice.  For SPI's studio theory program, Talkfest, you will reflect upon your development to analyse and define the particular proclivities of your practice, beginning the initial stages of planning  a research proposal for your Honours Year. At this level of study your participation in critical discourse, outreach and collaborative activities provides valuable leadership in SPI's community of scholarship and creativity.",L2 SPI Prerequisite,6 Units of Credit
SART3410,Term 1 2019,"Art & Design, Paddington",1,0,"This course focuses on art practices that are positioned in social contexts and that place the viewer or community at the centre as agent rather than the autonomous artist. This course provides you with the opportunity to explore this interdisciplinary, interactive way of working with social issues and community in mind. You will begin with the initial stimulation of a concept based project, considering the ramifications of locating artworks in the context of an outdoor urban development. The course enables you to develop a largely self-directed project that addresses an appropriate topic in consultation with your lecturer. This specialist course investigates professional studio practice, the deployment of appropriate methodologies, such as learning skill sets appropriate to your creative tasks, and requires a self motivated committment to your practice in the Sculpture Performance & Installation Stream. In particular, you will learn to address issues usually outside the provence of gallery based art, with consideration of engaging interactive participants rather than passive viewers. This course relates to companion courses in the Sculpture Performance & Installation Stream by providing opportunities to extend your practice to include interactive art in association with other Sculpture Performance & Installation (SPI) courses in Year 3.",L2 SPI Prerequisite,6 Units of Credit
SART3411,Term 2 2019,"Art & Design, Paddington",1,0,"The principal aim of this course, SPI: Studio Research, is to support the exploratory research underpinning your  production of a substantial body of experimental artworks for public exhibition. The aim is to enhance your ability to creatively integrate context, research, processes and technology to invest meaning. Assessment in this course rests upon the formal presentation of artworks, of a standard appropriate to this level of study, that are underpinned by an imaginative exploration of ideas, their conceptual contexts and methods.  
SPI: Studio Research is an investigative course dedicated to expanding as well as refining your art practice.  Your lecturer will teach you practical skills and the value of research methods, both academic and practical, and how to apply them to optimise the depth and quality of your Sculpture, Performance and Installation Art. In the process, you will strive to resolve your ideas to create coherent self determined artefacts. Self motivation and sustained effort is required. This course correlates with companion courses in the Sculpture, Performance and Installation Stream, combining to intergrate a successful completion of your BFA studies in Year 3 in preparation for Honours.",L2 SPI Prerequisite,6 Units of Credit
SART3412,Term 1 2019,"Art & Design, Paddington",1,0,"The ‘Experimental Drawing’ course is designed to introduce the experience of creatively exploring experimental materials, processes, methods and ideas in contemporary drawing practice. Particular emphasis is given to drawing as discovery, testing and its expanding vocabulary, its signs and symbols, its gestures and marks, its pigments, supports and tools, and developing a range of new skills by working with different subjects, processes, tools and media. 
You will be encouraged to develop an individually conceived art practice that experiments with materials, processes, technologies and formats that can contribute to a broadened understanding of drawing as a discipline. Individual projects will seek to explore what drawing is and does across a range of disciplines and over a broad historical period. Extensive experimentation in problem solving through individual exploration is emphasized.",L2 Drawing Prerequisite,6 Units of Credit
SART3413,Term 2 2019,"Art & Design, Paddington",1,0,"SART3413 Drawing: Studio Practice is an advanced drawing course. It enables you to further develop your studio skills and insights in drawing through a major project. The course provides a critical and constructive opportunity for you to select and focus on areas of personal creative interests and work to refine your ideas, whilst identifying and resolving problems in your practice.
You are required to develop a project proposal, which will focus on clearly defined avenues of interest within Drawing practice, with scope for potentially exploring a cross-disciplinary approach. You will be required to research your chosen area(s) and complete a coherent body of practical work that demonstrates the relationship between your work and contemporary art and/or media practices in the field.",L2 Drawing Prerequisite,6 Units of Credit
SART3414,Term 1 2019,"Art & Design, Paddington",1,0,"What experiences and traces of history shape our knowledge and perceptions of place? How can photography explore and inform our concepts of natural landscapes and urban environments? This course introduces you to the relationships between memory, place and the everyday through the photographic practices of site-specific research, archival exploration and storytelling. Alongside working with your own camera equipment, you will be introduced to field cameras and large format photography while exploring a range of traditional and expanded photographic responses to a specific location.",L2 Photography Prerequisite,6 Units of Credit
SART3415,Term 2 2019,"Art & Design, Paddington",1,0,"This course provides the opportunity for you to further advance and refine your research, methodologies, and practical skills into an emerging art practice. Its focus is on your development of a self-directed body of photographic or related work that draws on your skills, research and informed knowledge in the context of current contemporary art discourses. The course also draws on current exhibitions, artists, theories and critical debates to assist in the development, production and contextual framing of your self-directed project.",L2 Photography Prerequisite,6 Units of Credit
SART3416,Term 1 2019,"Art & Design, Paddington",1,0,"In a media-saturated world photography is often a driving force in how we navigate, record and make sense of the spaces we travel through and inhabit. In this course you will explore the idea of photography as both a medium and way of seeing in the 21st century. You will focus on photography as production and uses within real and virtual public spheres and how this defines and shapes our perceptions of geography, identity and politics. From 'selfies' to Google street-view and surveillance, you will explore everyday processes of photographic materiality, transmission and circulation in contemporary art and life using readily available tools and mediums, such as Xerox-imaging, camera-phones, social media and agitprop poster practices.",L2 Photography Prerequisite,6 Units of Credit
SART3417,Term 2 2019,"Art & Design, Paddington",1,0,"What is photography? Taking this deceptively simple question as the starting point for its investigations, this course introduces you to expanded definitions, experimental processes and hybrid forms of contemporary photography. Through an investigation of contemporary photography as an interdisciplinary art practice you will explore a variety of experimental outcomes, which consider the medium's potential as moving image, sculpture, installation, performance, drawing, painting and writing. The emphasis will be on extending the skills of your primary practice through conceptual strategies and varied frameworks of photography. The course also examines the work of contemporary artists within this context to assist in the conceptual and practical development of your work.",L2 Photography Prerequisite,6 Units of Credit
SART3800,Term 1 2019,"Art & Design, Paddington",1,0,"This course provides you with a range of skills that prepare you for working as an artist or culture maker. The course focuses on developing effective strategies and knowledge with which to navigate the complex terrain of the arts and cultural sectors. The course addresses key aspects of professional practice such as communication, collaboration, community, marketing, working with institutions, ethics, and money.",No Prerequisites,6 Units of Credit
SART9002,"Term 1 2019, Term 2 2019","Art & Design, Paddington",0,1,"Process and Materiality provides an interdisciplinary studio based environment for students wishing to enhance their understanding of the role materials and processes play in contemporary fine arts practices. It is designed to support your ability to plan and present works of art that evidence how processes and materials contribute to meaning-making. You will explore significant processes as you develop a studio methodology for your work. You will examine materiality as an integral component of the agency of a work of art and as an index of potential content. You will be encouraged to link materiality, process and technology with both historical and contemporary perspectives to realise self directed studio outcomes.
Process and Materiality builds on the foundations laid by SART9001: Studio Concepts and Practices or equivalent in equipping you to ground your practice in an understanding of the vital role played by process and materiality in the development of a sustainable studio methodology and the development of a professional artist practice.",Prerequisite: SART9002,6 Units of Credit
SART9003,"Term 1 2019, Term 3 2019","Art & Design, Paddington",0,1,The Consolidated Studio is designed to develop your understanding of trans-disciplinary modes of visual authorship and their relationship to the expanded field of contemporary creative expression. It supports the development of practice based research and topic lead enquiry. You will be challenged to locate your developing practice within a framework informed by media plurality and conceptual rigour. This course provides an opportunity to consolidate your practical and conceptual skills through the production of a resolved body of work supported by expert guidance and consultation as well as peer feedback. You will be introduced to concepts and strategies which inform contemporary practice and develop processes to engage and contribute to these fields. The course prepares you to undertake and complete the major capstone project in the final semester.,Prerequisite: SART9003,6 Units of Credit
SART9102,"Term 1 2019, Term 3 2019","Art & Design, Paddington",0,1,"In this course you will begin to explore the expressive potential of lens-based practices and develop basic practical understandings of analogue, digital and video cameras. You will be introduced to the foundational techniques in working with different camera technologies to produce studio outcomes utilising both operational possibilities and restrictions of the chosen technology. You will be expected to undertake training in the Health and Safety aspects of studio work and comply with relevant requirements as part of developing a professional approach to practice. This course covers camera operation, lighting equipment and the physical properties of film and video in the context of contemporary fine art practices. You will be encouraged to situate your own work in relation to historical precedents and the continually evolving critical debate around lens based practices. This course froms part of the Temporal and Spatial Practices studio focus. This studio is intended to develop or consolidate technical skills and expand your capacity in constructed or directorial modes of image making across photography, video and other temporal and spatial practices.",No Prerequisites,6 Units of Credit
SART9106,Term 1 2019,"Art & Design, Paddington",0,1,"Temporal Approaches to Art is one of four courses available in Temporal and Spatial Practices Stream in the Master of Art. It provides an opportunity for postgraduate art students to explore in more detail the ways in which time, change and transformation can be employed in their work. Building on Additive Approaches to Art, the course introduces ideas of flow, change and transformation, which have been critical to modernist and contemporary art practices. The focus is on exploring these key facets of art and experience in developing new approaches to art making. 
Attention will be given to exploring models of collaboration along with both new and traditional processes of making art. These process include video, animation, sound art, interactivity, and performance. The course is intended to build on a your existing knowledge while extending and challenging established ways of thinking and making art.
The course is studio based and taught through a system of lectures, tutorials and studio practice where all teaching and learning revolves around the act of making and physical engagement.",No Prerequisites,6 Units of Credit
SART9115,"Term 1 2019, Term 3 2019","Art & Design, Paddington",0,1,"Fine Arts Professional Practice prepares postgraduate students for professional practice as artists (or as arts-related professionals).The course provides an overview of professional practice in Australia, including such topics as: the arts infrastructure and 'industries'; arts and cultural policy and funding; legal and commercial frameworks; professional ethics; intellectual property and copyright; service organisations, unions and professional organisations.
The course also introduces Master of Art students to some of the skills needed for establishing professional practice, including: small business organisation and management; taxation, finance and accounting; planning, marketing and promotion; preparation of applications (for grants, studios, scholarships), submissions (exhibitions, projects), documentations of work, and curriculum vitae.",No Prerequisites,6 Units of Credit
SART9203,Term 1 2019,"Art & Design, Paddington",0,1,"In this course you will begin to explore the inter-related properties of colour and tone with regard to their applications in contemporary image making. This investigation will be informed by historical precedents in order to articulate your studio practice in relation to various frames of reference. By contrasting colour with black and white, this course will examine the outcomes different chromatic and tonal approaches produce across the disciplines of painting, photography, drawing and video. 
This course deals with the evolution of colour theory and the important role considerations of light and dark, black and white continue to play in contemporary image making. It draws on the scientific and physiological influences that have shaped theories of colour and tone and their fundamental role in picture making and image composition.",No Prerequisites,6 Units of Credit
SART9204,"Term 2 2019, Term 3 2019","Art & Design, Paddington",0,1,"This capstone course provides you with the opportunity to research and develop a comprehensive body of work, which combines  your studio specialisation studies with the specific framework for professional practice and management you have evolved to express your artistic identity. Your project should respond to an issue, dilemma or problem, from which you develop a concept and solution relevant to the aspirations you have for professional practice or further higher research based study. You will work in an interdisciplinary studio environment and have access to a variety of creative approaches that will support a self sustaining  approach to individual or multidisciplinary creative authorship.",Prerequisite: SART9204,12 Units of Credit
SART9205,"Term 2 2019, Term 3 2019","Art & Design, Paddington",0,1,"This course enables students to write a paper of approximately 3,000 to 5,000 words that complements the major work undertaken in the Capstone Project course.  Students will research a selected subject, or subjects, related to the their studio practice and interests. Subject to approval, the work undertaken will be initiated by the student.",Prerequisite: SART9204,6 Units of Credit
SART9206,"Term 2 2019, Term 3 2019","Art & Design, Paddington",0,1,"This course supports innovative and experimental print based practices by technically and conceptually supporting a dialogue between printmaking and photography. Through lectures, tutorials and by demonstration you will learn to print black and white photographs and to make Intaglio and Screen prints. Experimentation in combining various approaches and techniques to the serial image will be supported by project based assessment that enables you to work in an interdisciplinary way within the expanded field of the hand made print. The Occupational Health and Safety procedures that enable you to work proficiently in the film development, photographic dark rooms and printmaking studios will be addressed.",No Prerequisites,6 Units of Credit
SART9207,Term 1 2019,"Art & Design, Paddington",0,1,In this course you will explore the expressive potential of line and mark-making in the production of contemporary creative studio work. It will develop both your technical skills and conceptual understanding of image making. Drawing is foregrounded as an experimental and conceptual process informed by history and the rich potential offered by new ways of thinking. Line and Mark: Past & Futures provides instruction and insight into the creative and symbolic potential of gesture and mark making essential to linear processes. You will be expected to be aware of important Health and Safety aspects of studio work and comply with relevant requirements as part of developing a professional approach to practice. This course forms part of the Planar Practices studio focus. The course is taught in the studio through a system of lectures and practical studios and tutorials.,No Prerequisites,6 Units of Credit
