Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
CODE1150,Term 1 2019,"Main Campus, Kensington",1,0,"'Computational Design I (Fundamentals)' is the first of four Computational Design courses that introduce students to Computational Design. In this course, students will develop and apply fundamental skills in visual programming languages, and apply fundamental mathematical concepts to inform computational design methods. Students will produce innovative geometries that shape the form, space and detail of architectural environments via digital fabrication techniques, 3D printing and laser cutting. Students will also demonstrate knowledge of computational design as a system that connects design to fabrication and apply digital fabrication skills to inform their own design practice. Theoretical knowledge will be introduced falling under the following broad concepts: Topological Architectures, Influenced Architectures, Dynamics and Motion, Generative Forms, Parametric Design, Evolving Architectures, Digital Fabrication, Digital Manipulation, Digital Optimization and Performance. Students will participate to weekly laboratory-based activities to experiment with and develop complex geometries. The students performance will be evaluated with respect to their progressive explorations and findings developed in preparation for or during the studio activities.",Co-Req: BENV0001,6 Units of Credit
CODE1161,Term 2 2019,"Main Campus, Kensington",1,0,"The communication and visualisation course introduces students to the simulation, manipulation and visualisation of complex data information. Using a synthesis of technical and theoretical knowledge of design computing, students will apply skills in a text based programming language to inform their own design projects and professional work. Students will participate to weekly laboratory-based activities to experiment with and develop further their technical knowledge. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to demonstrate their explorations and results.",No Prerequisites,6 Units of Credit
CODE1210,Term 1 2019,"Main Campus, Kensington",1,0,"'The Computational Design Theory II course builds on the foundational knowledge of CODE1110 – Computational Design Theory I, that introduced students to computational thinking and methods in the context of the architectural discipline and practice, to investigate historic and contemporary approaches to representing, conceptualising, and designing the built environment in relationship to digital culture and computing technologies. Students will develop and apply advanced critical thinking skills to analyse relationships between digital culture and the built environment and apply conceptual and theoretical ideas to interpret and explain their findings. This course explores and advances the ethical application of digital and computational technologies to inform the student’s own design practice.",Prerequisite: CODE1110,6 Units of Credit
CODE1231,Term 1 2019,"Main Campus, Kensington",1,0,"'This course introduces and critiques discourses, policies, and case examples of regional and global digital, ubiquitous, and smart city thinking and initiatives. This knowledge further informs an exploration of the application of computational thinking and methods to urban and spatial analysis, and the creation of design projects that adopt principles of physical computing, interaction design and human-machine interaction. The course culminates in the creation, construction, and presentation of interaction design proposals and working interaction design prototypes that engage sensing and actuating technologies.",No Prerequisites,6 Units of Credit
CODE1232,Term 2 2019,"Main Campus, Kensington",1,0,"In this course students will critique discourse, policies, case studies of regional and global computational urbanism and apply computational thinking and methods including a wide range of geospatial data, formats, and modelling to analyse urban sites. At the end of the course students will be able to create digital tools and workflows for the management of urban data by applying proficient skills in programming to address interoperability challenges for urban data management.",No Prerequisites,6 Units of Credit
CODE1240,Term 2 2019,"Main Campus, Kensington",1,0,"'Computational Design II (Intermediate)' is the second of four Computational Design courses that introduce students to Computational Design. Students will develop and apply intermediate skills in visual programming languages to critically analyse complex environmental conditions, while synthesising computational design thinking knowledge and methods for solving built environment challenges. Theoretical knowledge will be introduced falling under the following categories: Morphology, Algorithmic Form, Emergence, and Systems. Students will participate to weekly laboratory-based activities to experiment with and develop architectural forms. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to demonstrate their explorations and results.","Prerequisite: CODE1161, CODE1150",6 Units of Credit
CODE2110,Term 1 2019,"Main Campus, Kensington",1,0,"This course is part of the practice orientated teaching trajectory 'Calibrating' in the Path 1: Computational Design Theory. The course is situated in the 'Beginner Level' in the CoDe student specialisation journey and therefore available for enrolment as an elective for all other UNSW undergrad students.
In the early nineties, the concept of the paperless studio and the integration of digital media into design practice; the 'digital turn', were considered to be merely experiments undertaken by the avant-garde. Today, computation is embedded in all aspects of design practice from conception to construction. New digital design techniques have been joined by new methodologies and formal outcomes. The representation of design has greater sophistication and we understand more about the effects of digital imagery. Computation has also infiltrated the construction of our built environment, from materiality to management. Highly complex information systems process, analyse and integrate components in 3D virtual spaces.
Computation is ubiquitous in our built environment, and its integration has had significant effect on the culture of the design and built environment. The interest we have in technology has moved beyond merely the creation of blob architecture into the new possibilities and challenges it offers to parametrics, sustainability and fabrication. This course will explore the elaborate relationship between computer, the designer and the design and construction of our built environment. The semester's lectures will help in better understanding the relationships and effect of the continual change and evolution on the social and cultural aspects of our design practices. A range of bridging theories essential to the 'digital turn' in building information management, information modelling, as well as the agency for simulation and optimization will be introduced. For example, pre-BIM design concepts; agency in architecture; visualization; materiality and material practice; robotics and making, BIM in practice and so on.
Students will have an opportunity to develop their understanding of ideas and issues through their participation in a critical discussion group. Theoretical understanding will be expanded and formalised through online activities and through illustrated writing exercises, which will be presented in class. The teaching strategy of the course positions students to the concept and theoretical formation of the digital design.",Prerequisite: CODE1110,6 Units of Credit
CODE2120,Term 2 2019,"Main Campus, Kensington",1,0,"In this course students will critique discourse, policies, case studies of computational methods and tools used for optimisation as well as decision-support in architecture and engineering disciplines. They will also gain skills in applying computational thinking and methods to building information data, formats, and modelling to address optimisation and decision-support in the architecture and engineering disciplines. Consequently students will apply proficient skills in programming to address interoperability challenges for building data management in order to create digital tools and workflows for the management of building data.",No Prerequisites,6 Units of Credit
CODE2121,"Term 1 2019, Term 3 2019","Main Campus, Kensington",1,0,"'Computational Design III (Advanced) is the third of four Computational Design courses that introduce students to Computational Design. Students will investigate, develop and apply computational thinking and methods in the context of the engineering discipline and practice, to analyse, evaluate and generate a structurally sound design. Students will participate to weekly laboratory-based activities to simulate, analyse, evaluate and design structurally performing architecture. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to demonstrate their explorations and results.","Prerequisite: CODE1150, ARCH1101, CODE1231, BENV0001",6 Units of Credit
CODE2170,"Term 1 2019, Term 3 2019","Main Campus, Kensington",1,0,"'The Building Information Modelling course introduces students to identify and explain concepts and methods of Building Information Management (BIM), BIM standards, and BIM in an urban context. Students investigate and explain high-performance building desgign through Building Information Modelling (BIM) and analysis, while applying advanced skills in Building Information Management (BIM) for the design, documentation and visualisation of buildings. Students will collaborate in multi-disciplinary teams to achieve optimal design solutions, and their performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities.",No Prerequisites,6 Units of Credit
CODE2210,Term 1 2019,"Main Campus, Kensington",1,0,"The course will introduce students to approaches to thinking critically about the nature of technology, about the practice of designing and creating artefacts (including processes and systems), the nature of things so created, and the roles they play in our lives and society. Particularly, this aims to unpack assumptions that ""technology is the simple application of science, and that technology is all for the good"" (Dusek 2006). This course will focus on four key questions (1) What is technology? How do we define it, study it, and understand it in relation to nature and society? (2) What is the impact of technology on society, culture, and ethics? How can we think about this impact? Where is technology beneficial, and where is it problematic? (3) In what ways is technology understood in design practice and design thinking?
The Project(s) Students will reflect on, analyse, interpret and apply to their own writing and projects, a primary body of discursive works located within, and related to the philosophy of technology as well as positions advanced in popular media.
The teaching in the course is conducted via a lecture series that will introduce the basic concepts within the philosophy of technology followed by a series of guest lectures that will address more specific concepts and theorisations, such as Actor Network Theory, as they have been applied in design practice and theorisation. Tutorials will be organised as topic-orientated seminars that will be presented each week by different student groups as part of the requirements for tutorial participation and Assessment 3. Assessment 1 will be an individual assessment that will focus on the representation of human-technology relations in popular culture as expressed via a series of selected films to be analysed and connected to a key piece of writing from the reading list, such as Donna Haraway's A Cyborg Manifesto. For Assessment 2 students will submit a scholarly essay on a selected theme.
Learning experience This elective will enable students to gain a more nuanced and critical understanding of the various conceptualisations of 'technology', and how these can impact everyday living as well as research methodologies and approaches to the design of artefacts, and the built and urban environment. Developing expanded frameworks of thinking around technologies, will assist students to develop more comprehensive design methodologies and further develop their own design sensibility. This knowledge can be applied in a range of other design studio subjects",No Prerequisites,6 Units of Credit
CODE2230,Term 3 2019,"Main Campus, Kensington",1,0,"'This course is part of the practice oriented teaching trajectory ""Contextualising"" and runs codependently with CODE2250 - Advanced Digital Fabrication and CODE2270 - Building Information Management. The three courses introduce students to the 'Applied Level' of the Computational Design degree through the documentation and prototyping of an interactive small-scale pavilion. The course introduces and critiques the ethical application of robotic technologies in the built environment to facilitate natural and effective models of interaction. Students will be provided with the conceptual understanding, technical skills and working methods needed to design a computer-mediated project that effectively explores a compelling interactive spatial solution, and apply principles of physical computing and interaction design. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to represent and deliver their research approach and prototyping results with professionalism, clarity and purpose.","Prerequisite: CODE1150, CODE1231",6 Units of Credit
CODE2250,Term 3 2019,"Main Campus, Kensington",1,0,"'This course is part of the practice oriented teaching trajectory ""Contextualising"" and runs codependently with CODE2230 - Human-Machine Interaction and CODE2270 - Building Information Management. The three courses introduce students to the 'Applied Level' of the Computational Design degree through the documentation and prototyping of an interactive small-scale pavilion. The course introduces and critiques innovative research studies on digital fabrication techniques and technologies. Students will be provided with the conceptual understanding, technical skills and working methods required to fabricate a responsive spatial solution, and apply principles of robotics and digital fabrication. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to represent and deliver their research approach and prototyping results with professionalism, clarity and purpose.","Prerequisite: CODE2121, CODE1110",6 Units of Credit
CODE2270,Term 3 2019,"Main Campus, Kensington",1,0,"This course is part of the practice oriented teaching trajectory ""Contextualising"" and runs codependently with CODE2230 - Human-Machine Interaction and CODE2250 - Advanced Digital Fabrication. The three courses introduce students to the 'Applied Level' of the Computational Design degree through the documentation and prototyping of an interactive small-scale pavilion. The course introduces and critiques building information standards, policies and applications. Students will be provided with the conceptual understanding, technical skills and working methods required to document Building Information Models, and apply principles of building information management, communication and specification. The students performance will be evaluated with respect to their progressive work developed in preparation for or during the studio activities. Students will employ a range of verbal and multimedia communication skills to represent and deliver their research approach and management documentation with professionalism, clarity and purpose.",No Prerequisites,6 Units of Credit
CODE3100,Term 2 2019,"Main Campus, Kensington",1,0,"'The Digital Collaboration Studio is the graduation year opening course of the Bachelor of Computational Design degree. The course introduces students to the design of bioinspired kinetic environments. Students adopt an action research approach, characterised by the iterative progression between the conceptualisation of a problem, the action towards its resolution, and the evaluation of that action, to generate a responsive design solution in the form of a small-scale pavilion. Students are exposed to the mathematical, physical and environmental principles necessary to simulate and evaluate changes to the pavilion's kinetic structure, material system and overall shape. The course culminates in the authorship of a machine learning algorithm predicting the morphing behaviour of the pavilion, and with a physical prototype of the pavilion's kinetic material system.",Pre: year 1 & 2 core courses,6 Units of Credit
CODE3201,"Summer Term 2019, Term 3 2019","Main Campus, Kensington",1,0,"The Graduation Project is the culmination of the Computational Design studios and the Bachelor of Computational Design degree. It develops a written component (thesis) in CODE3201 that is underpinned through project / practice work in CODE3202. Both CODE3201 and CODE3202 are one package and students need to be enrolled in both. Graduation Projects will take research findings and knowledge gained in Semester 1 (CODE3100) and deepen and extend this knowledge in CODE3201. In order to assess their skills and monitor the progress of their thesis CODE3201 has following key objectives. Students will produce as a final thesis outcome a 4 - 6000 word report in form of a conference paper style submission describing and discussing their project. The research project context is defined by preliminary research done in Semester 1 and presented and confirmed at the final presentation in CODE3100. The thesis outline in detail: (1) Research aims and motivation; (2) Research Objectives; (3) Research Question; (4) Methodology to answer question; (5) Background Research; (6) Case study or the specific project students worked on; (7) Significance of Research by position it to the work by others (Test cases); (8) Evaluation of work; and (9) Conclusion.  Teaching in CODE3201 is done via a one-to-one supervision and thesis and project must fit within one of the seven paths and give students the chance to specialize in one of the paths as part of their degree and consequently gaining a proficiency level in the subject. We apply Design Research as a methodological structure for both, CODE3201 and CODE3202 as:""Design Research is a systematic search for and acquisition of knowledge related to general human ecology, considered from a 'designerly way of thinking (i.e., project-oriented) perspective."" (Findeli, 2010)",Pre: CODE3100  and CODE2256 or CODE3156,6 Units of Credit
CODE3202,"Summer Term 2019, Term 3 2019","Main Campus, Kensington",1,0,"'The Graduation Project is the culmination of the Computational Design studios and the Bachelor of Computational Design degree. CODE3201 and CODE3202 are one package and students must be enrolled in both courses. CODE3202 develops rigorous testing and systematic skills for developing a research informed solution within the context of a practice-based computational design project. This is aligned with the Computational Design degree overarching goal to prepare students by developing research knowledge and reflective practice, and exposing them to the theoretical and practical principles associated with a research informed approach. Students will be either partnered with an industry-based supevisor to design a solution for a ""real-world"" problem, or will be requested to develop an independent research question. The course culminates in the authorship of a physical or digital prototype, that reflects a critical thinking as well as a systematic and professional research approach.",Pre: CODE3100  and CODE2256 or CODE3156,6 Units of Credit
CODE4100,"Term 1 2019, Term 2 2019","Main Campus, Kensington",1,0,"This course is a major research-based investigation into a subject related to the student’s area of specialisation. It can be seen as a building block for ARCH 1482 and CODE4200, but it is a standalone project and yields its own outcome – a critical review of the computational design literature. This leads to a culmination of a well-informed understanding of the chosen research topic. It is expected that the critical review of the literature will offer a critical interpretation of the existing knowledge and literature. The length of the final as submitted literature review, should not exceed 8,000 words.",No Prerequisites,12 Units of Credit
CODE4200,Term 3 2019,"Main Campus, Kensington",1,0,"This course is a major research-based investigation into a subject related to the student’s area of specialisation. It can be seen as a building block for ARCH 1482 and CODE4200, but it is a standalone project and yields its own outcome – a critical review of the computational design literature. This leads to a culmination of a well-informed understanding of the chosen research topic. It is expected that the critical review of the literature will offer a critical interpretation of the existing knowledge and literature. The length of the thesis, including drawings, models and illustrations, should not exceed 20,000 words.",No Prerequisites,18 Units of Credit
COMD0506,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"The Special Program allows students, in discussion with the Course Convenor, to structure a program which links the study of an aspect of development with the practice of development. The Special Program may take a variety of forms – including placement with an agency or organization working in the field of development, a structured research project, and/or preparation of a publishable article prepared for submission to a peer-review article and focused on an aspect of development.
The Special Program will seek to promote critical reflection, conceptual development, analysis and writing but can be structured in a variety of different ways, at times under the joint guidance of an agency-based or workplace co-supervisor, along with a UNSW academic supervisor. The student's goal is to make a useful contribution to the development goals, policies or programs of the organisation, and to link this experience to the body of academic knowledge on development.
Each project is individually designed, and the precise format will vary; some will be relatively detached research exercises while others may involve exploring, implementing and analyzing change. Each will be based around an agreed set of objectives and activities along with two to three specified assignments which will be submitted at pre-determined times for assessment.",No Prerequisites,6 Units of Credit
COMD5000,Term 1 2019,"Main Campus, Kensington",0,1,"In this course you will critically examine the complex role of civil society and NGOs in development activities and processes, with an emphasis on international development. In this course you will cover theoretical and practical insights concerning the role of civil society and NGOs and will learn about different types of organisations (such as humanitarian and development; faith-based, campaigning vs. service delivery) and their strategies, activities and approaches. You will explore the interfaces of these organisations and institutions with culture, gender, human rights, Indigenous rights, and dominant ideologies.  You will also explore the links between civil society, NGOs and other development actors, as well as their relationship to the sustainable development goals (SDGs) and key global challenges. You will be required to engage actively online, in class, independently and in a group. You will come from any of a range of disciplinary backgrounds and will want to learn how to make a difference in social justice, development and humanitarian settings.",No Prerequisites,6 Units of Credit
COMD5001,"Term 1 2019, Term 2 2019","Main Campus, Kensington",0,1,"Are you interested to understand why there is a rich world and there is a poor world? What type of socio-economic and environmental policies can be identified and implemented to address some of these development challenges? In this course, you will critically engage with several of the 'big issues' concerning international development policy and highlights the link between ideas, policy and the reality of development with an emphasis on the challenges facing local communities in developing countries.  The course blends theories of development with the rapidly expanding discipline of public policy to enable you to examine and explain the rate, form and patterns of socio-economic and environmental development challenges and opportunities. You will explore the influences upon this patterning and the response by local communities, state organisations and other institutions. The course will also include engagement with several sectoral policy issues on sustainable development such as participation, urban poverty, food security, equity, climate change and disasters.",No Prerequisites,6 Units of Credit
COMD5002,Term 3 2019,"Main Campus, Kensington",0,1,"This intensive course will analyse the interface of three important global topics: Development, Human Rights and Global health.  Included within this analysis will be the present status of international human rights and international humanitarian law as they apply to global health practice in relation to low and middle income countries.  The course seeks to engage students, scholars, human rights practitioners, health professionals, advocates, development professionals and members of civil society in a dialogue about the reciprocal interaction between development, human rights, and global health.  It will offer tools that stakeholders can use to incorporate a human rights framework into their development and global health practice.",No Prerequisites,6 Units of Credit
COMD5004,Term 2 2019,"Main Campus, Kensington",0,1,"Have you ever wondered how climate change affects the lives and livelihoods of the poorest people in developing countries? This course exposes you to key themes in the climate change adaptation and international development debate and enables you to critically understand the climate change and development issues affecting the capacity and well-being of local communities in Australia and developing countries. The course examines how local level responses to climate change are shaped by multi-level climate governance processes, exposes inequities in adaptation responses to climate change impacts, and explores how these adaptations can better respond to the needs of poor and disadvantaged communities",Prerequisite: Enrolment in the Master of Development Studies or Master of Public Policy and Governance,6 Units of Credit
COMM1000,"Summer Term 2019, Summer Term 2019, Term 1 2019, Term 2 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"Do you want to lead change and implement social innovations? Would you like to find ways to address complex social problems?This course is for aspiring change agents across all sectors, including business, not-for-profit and government. Whether your career lies in business, law, art and design, arts and social sciences, the built environment, science, engineering or medicine, you will develop practical skills to lead complex systems and create better social outcomes. We explore the issues that policy makers, industry leaders and social service providers grapple with every day, such as inequality, place-based disadvantage, mental health, homelessness, and human rights. We will introduce models for systems change, social innovation, and cross-sectoral collaboration. You will complete the course with a broad understanding of social systems and the keys to initiating and sustaining positive social change. The course introduces local and global trends through a range of case studies, and you will have the opportunity to hear directly from experts in business, government and social purpose organisations who have successfully initiated social change.",No Prerequisites,6 Units of Credit
COMM1040,Term 2 2019,"Main Campus, Kensington",1,0,"Entrepreneurship in the 21st century is rapidly evolving. Disruptive changes in technology, manufacturing, supply chains, talent, communication, and capital markets have led to the rise of global startup ecosystems. Governments, corporates and universities are recognising the potential for the next wave of economic growth to emerge from disruptive startup enterprises, and are working together to nurture them via grants, tax incentives, direct funding, subsidised space, education, competitions, purchasing policies, mentoring and partnerships.
This course provides exposure to the fundamentals of global entrepreneurship ecosystems and the practical aspects of identifying, evaluating, and moving business ideas forward in them. The course inspires students to critically think about how entrepreneurs identify opportunities, understand customer needs, harness resources, create innovative business models, attract capital and solve real-world challenges.
The course addresses key contemporary topics in entrepreneurship ecosystems and their application in any field—from business and design to healthcare and product development. The course aims to provide foundational knowledge of entrepreneurship ecosystems, lean startup and design thinking methodologies applied in startups. Students will explore the rise of Sydney as one of the world’s emerging entrepreneurial cities through experiential learning, employing the latest in VR and AR technologies.
This course also provides a pathway into the UNSW Founders Program. For more information visit: https://founders.unsw.edu.au
NOTE: This course is offered only in T2C intensive mode (between Term 2 and Term 3) and overlaps with the exam period. This means that this course is unsuitable to students enrolled in T2 courses that have final exams. For Business School students, this course can be counted as one of your Business School electives.
Students cannot self-enrol in this course and must contact their student centre to process enrolment.",No Prerequisites,6 Units of Credit
COMM2101,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"The main aims of this course is to provide students with practical experience that complements their academic studies, and to give Sponsors enthusiastic and talented young achievers who may wish to work with them upon graduation.  Industry Experience Placement 1 is intended to be an introduction to the Sponsor's business, and the structures and policies in place to support the core business activities. Ideally, the Scholars should interact with several areas of the organisation.
Note: NOT available to UNSW Business School Co-op Scholars. Students will be enrolled across two terms for a total of 12UOC and must apply for this course through the Coop office here.",No Prerequisites,6 Units of Credit
COMM2222,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"This course provides an opportunity for Business School students to apply their academic knowledge and other professional skills in a real working environment.
Students are required to spend a minimum of 140 hours working with a partner company on a placement or project basis. The course involves preparatory modules prior to beginning any placement, and completion of academic assignments throughout the placement.
Enrolment in the course is restricted and only Business School students studying a single or dual degree who meet the requirements of the selection process will be admitted. Eligibility is listed on Career Accelerator webpage -  https://www.business.unsw.edu.au/students/career-accelerator/internships-and-consulting-projects/industry-experience-program","WAM 65+, minimum 72 Business UOC, room in degree for this course, good academic standing, completed COMM6000 Career Accelerator.

Students in program 3964, 3587, 3971 3554 and 3565 are not permitted to take this course.",6 Units of Credit
COMM2233,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"This course provides an opportunity for Business School students to apply their academic knowledge and other professional skills to solve real world problems as part of consulting team. Partnering with Industry, students will work with a company mentor and have the opportunity to pitch their solution to a panel of industry experts.","WAM 65+, minimum 48 Business UoC, room in degree for this course, good academic standing, completed COMM6000

Note: Its recommended to seek a progression check prior to application. Visit Career Accelerator page on Business School website for more info.",6 Units of Credit
COMM3020,"Summer Term 2019, Summer Term 2019, Term 2 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"?COMM3020 is an experiential and intensive for-credit course. It provides students the unique opportunity to gain international understanding, exposure and workplace skills through studying and working in a specified location overseas.   
The central component of the course is the opportunity to work in a small cross-disciplinary student consulting team on a genuine business issue of a client organisation, such as local branches of international financial, marketing and technology corporations. In addition, students will also attend master classes by local industry leaders, government officials and academic experts, and learn about the local culture through field trips to important cultural landmarks and sights.","WAM 65+, minimum 72 Business UOC, room in degree for this course, good academic standing, completed COMM6000 Career Accelerator.

Students in program 3964, 3587, 3971 3554 and 3565 are not permitted to take this course.",6 Units of Credit
COMM3030,"Summer Term 2019, Summer Term 2019, Summer Term 2019, Term 1 2019, Term 2 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"COMM3030 is a practicum course designed to integrate theory with experiential practice and involve authentic engagement with partner organisations. It enables undergraduate students to develop professional skills while working in a team on a real social entrepreneurship project.
Students may work with industry, social enterprises, not-for-profits and foundations to develop and conduct a variety of applied projects in different areas of social entrepreneurship. In each semester, projects may be offered from the following fields: 
Social entrepreneurship and social innovation;Philanthropy;Impact investing;Business and human rights;Corporate social responsibility;Pro bono and volunteering;Measuring social impact;Collective impact;Social finance; andOther related fields.","WAM 65+, minimum 48 UOC, room in degree for this course and in good academic standing.
Note: Its recommended to seek a progression check prior to application. Visit Career Accelerator page on Business School website for more info.",6 Units of Credit
COMM3202,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"The main aims of this course are to provide students with practical experience that complements their academic studies, and to give Sponsors enthusiastic and talented young achievers who may wish to work with them upon graduation. This is second of three fully-assessable industry placements courses. It builds on skills and experience gained in Industry Experience Placement 1.
The broad objectives are:
Provide scholars with knowledge and practical experience within the business environment that cannot be provided at university.Instil an appreciation of business processes and management while at the same time learning about company cultures and work ethics.Help develop the scholars’ professional skills. Specifically, scholars should develop their intellectual, technical, personal, interpersonal, communication, and business management skills while on placement.Provide sponsors with a stream of highly talented, motivated young professionals who are dynamic and add value to the company.
Note: NOT available to UNSW Business School Co-op Scholars. Students will be enrolled across two terms for a total of 12UOC and must apply for this course through the Coop office here.",No Prerequisites,6 Units of Credit
