Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
FOOD8220,Term 1 2019,"Main Campus, Kensington",0,1,"This course consists of a series of lectures and practical exercises that provide students with knowledge about the occurrence of nutrients in foods and their role in human physiology, health and disease. Structure, properties and sources of nutrients; role of nutrients in human structure and function. Introduction to food groups, tables of food composition, food labels, dietary recommendations; food guides; nutrition in health and disease; nutritional needs of vulnerable groups: infants, pregnant and lactating women, the aged; dietary intolerance, disorders related to the affluent diet including coronary heart disease, dental caries, diabetes, hypertension and cancer; problems of undernutrition including protein, energy, mineral and vitamin deficiencies; physiological and nutritional aspects of dietary fibre, alcohol; assessment of nutritional status using dietary and anthropometric techniques; practical exercises on anthropometric techniques and measurement of nutrient intake using computer systems on an individual and group basis.",No Prerequisites,6 Units of Credit
FOOD8320,Term 3 2019,"Main Campus, Kensington",0,1,"This is a lecture-laboratory course that introduces the basic concepts of food microbiology, covering the ecology, biochemistry, isolation, enumeration and identification of bacteria, yeasts, fungi and viruses associated with foods and beverages. Food spoilage: specific food microorganism associations; taxonomy and biochemistry of major spoilage species; chemical and physical changes to food properties; spoilage of specific commodities. Foodborne microbial disease: foods as vectors of disease and food poisoning; statistics and epidemiology; ecology and taxonomy of foodborne pathogenic microorganisms; control and prevention by hygiene, microbiological standards and legislation. Food fermentation: microbial ecology and biochemistry of fermentations; fermentations of alcoholic beverages, bakery products, dairy products, meats, vegetables, cocoa beans, soy sauce; production of food ingredients and processing aids by fermentation. Microbiological examination of foods: sample preparation and sampling plans; sub-lethal injury; standard methods for determination of total plate counts, indicator organisms, food-borne pathogenic species, principal spoilage species. Microbiological quality assurance: specifications and standards; decision criteria; hazard analysis and critical control point (HACCP) concept; cleaning and sanitation.",No Prerequisites,6 Units of Credit
FOOD8403,Term 2 2019,"Main Campus, Kensington",0,1,"This course consists of lecture and discussion classes that build on the basic concepts of nutrition with respect to the food supply, giving advanced treatment of the following topics. Food and nutrition policy: structure of the population; food supplies, food consumption, nutritional epidemiology; population dietary references; food programs such as food fortification, supplementary feeding schemes, nutritional rehabilitation, nutritionally modified foods, nutritional regulations and standards, nutrition education, dietary and nutrition interventions (ORT, family planning, infection control, growth monitoring); principles, practice and evaluation of applied nutrition programs; advanced assessment methods in nutrition: nutrient bioavailability studies, nitrogen balance tests, vitamin load tests, sodium and potassium excretion, creatinine excretion, fitness assessment, biochemical assessment, design and evaluation of nutritional epidemiology studies, food intake studies.",No Prerequisites,6 Units of Credit
FOOD8450,Term 3 2019,"Main Campus, Kensington",0,1,"This course consists of lectures and discussion groups covering advanced aspects of modern food processing and preservation. This includes food bulk and thermal properties, rheological properties and models of heat transfer (analytical, graphical and numerical methods, computer packages, microwave, infrared, and radio frequency irradiation), process modelling and control, dehydration, evaporation and distillation, membrane processes.",No Prerequisites,6 Units of Credit
FOOD8801,Term 2 2019,"Main Campus, Kensington",0,1,"The principles introduced in FOOD8601 and FOOD1587 are used in studying some of the more important unit operations in the food industry. The procedure used for each unit operation is to firstly describe the process, its applications, effects on the food product and requirements, appropriate process diagrams, mass and heat balances and flows, solving unit operation problems. Unit operations covered are refrigeration, dehydration, evaporation, extrusion, physical separation and comminution.",No Prerequisites,6 Units of Credit
FOOD9100,"Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course consists of lectures and discussion groups covering advanced technologies for food processing, safety and preservation.  Technologies covered include thermal process innovations (such as ohmic, microwave and infrared heating) and non-thermal technologies (including pulsed electric field, radio frequency electric fields, high pressure, ultrasound, irradiation, plasma, ozone, dense-phase carbon dioxide, ultraviolet and pulsed light) as they are applied specifically for foods. The course covers physical principles, engineering design of the technologies, efficacy and mechanisms of microbial inactivation along with nutritional-quality retention and enhancement.",No Prerequisites,6 Units of Credit
FOOD9102,Term 3 2019,"Main Campus, Kensington",0,1,"Although food quality is commonly assessed by microbiological, chemical and physical tests, ultimately the prospective buyer makes a judgement based on sensory attributes. Achieving reproducible and reliable sensory testing is challenging. Sensory Science is a growing area of Food Science in food production, processing and marketing. Sensory analysis has more confounding factors and natural variation; statistics is a major part of sensory science.
This course will provide in detail methods for classical sensory testing, data collection to describe a difference between food samples, to describe samples or to determine the acceptability of foods. An understanding of the physiological reaction of the body to sensory input; good sensory testing practice; discrimination of individuals; measurement of thresholds of perception; variation of intensity with time; judgement and bias; descriptive analysis; consumer field trials; and preference and acceptance testing are major sections will be the key components of the course.",No Prerequisites,6 Units of Credit
FOOD9103,Term 3 2019,"Main Campus, Kensington",0,1,"This course takes food microbiology from its basic concepts to advanced consideration of current issues in microbial ecology of foods, food spoilage, foodborne microbial disease (including viruses), food and beverage fermentations and the use of microorganisms as processing aids and sources of food ingredients and additives. Using selected microbial groups and commodities, it examines the biochemical, physiological and molecular mechanisms of microbial growth, survival and significance in food and beverage ecosystems as they evolve from the raw material through processing to the consumer. Emphasis will be on the linkage between microbial activity, product quality and safety, and practical management of these needs. The course will be taught mainly online through the internet, augmented by occasional face-to-face lectures, tutorials and industry visits.",No Prerequisites,6 Units of Credit
GENC3004,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"The course introduces students from a non-financial background to the principles of accumulating, managing and protecting wealth. The course covers the topics of tracking expenses and preparing budgets, savings, buying on credit, securing a good job, buying a home, paying off mortgages faster, protecting yourself through using insurance, building wealth using superannuation, paying appropriate levels of tax and avoiding investment mistakes.",Excluded:All UG Business programs,6 Units of Credit
GENC5031,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"Taxation affects all aspects of employment and business for graduates as they enter their profession. This course will provide students with an understanding of basic taxation issues, including superannuation and fringe benefits tax that will assist them in commencing employment.  The course will also introduce the basics of business taxation issues to assist the student who may choose to set up business as a self-employed contractor or professional.  The ethics of taxation and the role of the Australian Taxation Office will also be discussed.  On the completion of this course students should be able to manage simple taxation affairs personally, and know when to seek professional advice.",Excluded:All UG Business programs,6 Units of Credit
GENC6007,Term 3 2019,"Main Campus, Kensington",1,0,"Marketing plays a key role in identifying, acquiring and retaining customers that is critical to the success of a startup company. Startup Marketing examines given significant resource constraints, how startup companies identify, attract and retain customers by understanding their expressed and latent needs, and how startup companies translate these needs into value offerings that customers want, communicate the benefits of the value offerings, and manage the delivery of value offerings to customers, and how ultimately startup companies capture value back.   
Please note this is a general overview and therefore cannot be considered a substitute for Fundamentals of Marketing.",Excluded:All UG Business programs,6 Units of Credit
GENC7002,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"This course examines how to set up, manage and develop a business within the limits of the law.  The law regulates and provides protection and value to every aspect of the business and its activities. In a step by step method, using case studies, students will be exposed to the ideas and concepts which make up the ingredients of a successful business. Identifying the business opportunity; developing the concept; setting up the vehicle to conduct the business, securing premises; equipment and employees; dealing with creditors, suppliers customers and the government; and protecting the assets of the business are all covered in this course.",Excluded:All UG Business programs,6 Units of Credit
GENL0231,Summer Term 2019,"Main Campus, Kensington",1,0,"This course will give students an overview of the operation of new media and communications services under Australian law, examining both the legal requirements and the policy reasoning behind the way in which media, data, telecommunications and communications are regulated.
Main Topics
how laws are made, changed, interpreted and enforced, with cybercrime among the exampleslaws governing licensing, ownership and control of telecommunications, radiocommunications and broadcasting enterprises, and whether these laws are appropriate and effective to deal with new technologies and services;electronic commerce and what it means for business, consumers and the community;restrictions on media and online content, including classification and censorship, and regulation of content; andprotecting intellectual property and reputation, covering copyright, trademarks, and defamationhow legal enforcement and regulatory modes change under the impact of the mass personalisation, ubiquitous publishing, Social Networking and User Generated Content features of Web 2.0impact of the online giants' cult of ""Disruption""/""Forgiveness not Permission"" on the rule of law online.digital surveillance and tracking lawIssues around ""Open data"", Big data, and their use in artificial intelligence and machine learning onlinenew modes of legal services which arise in response to these challenges",No Prerequisites,6 Units of Credit
GENL0250,Term 1 2019,"Main Campus, Kensington",1,0,"The rise of organised sport coincided with Australia's development as a nation, playing a major role in developing Australian identities. As one of Australia's major cultural practices, participation, and success in international sport became an essential element in projecting Australia on the global stage. In the late twentieth century sport became one of nation's fastest growing industries. This course explores the history of Australian sport and the development of a body of law to underpin its place and function in Australian society. Topics include sport and Australian nationalism; the rise of organised sport in Australia; development of sports governance; the intersection of sport and the law in issues of race, gender, ethnicity and religion; the debate between amateurism and professionalism; Australian sport on the global stage; doping and the law, the court of Arbitration for sport; the impact of corporate interest in Australian sport.
 
Main Topics
Sports Governance
The Intersection of Sport and the Law in Australia
Public Policy and Sport
Commodification of Sport
The International Dimension: The Court of Arbitration for Sport and the World Anti-Doping Agency",No Prerequisites,6 Units of Credit
GENL0251,Term 3 2019,"Main Campus, Kensington",1,0,"This course examines the global business of sport from the perspectives of its various stakeholders, managers, media, players and spectators. Using a series of case studies, the course traces the development and spread of global sport and the development of unique sporting cultures and institutions in many nations, particularly in the USA, Europe, the Pacific Rim and Africa. It examines the transformation of amateur sport to professionalism and the bitter wars fought between owners, managers and players often played out in the courtroom and manifested by strikes and lockouts. It examines the phenomenon of the bidding for and the staging of mega events such as the Olympic Games and the FIFA World Cup; global sports politics; corruption and match fixing; the role of sports media; broadcast rights; sports marketing and intellectual property; violence on and off the field; athletes rights; athletes’ health and wellbeing; sports apparel and sweatshops; fans and spectators in the digital age; sports slavery and trafficking in Africa; drugs and doping and the World Anti-Doping Agency; international sports law and the Court of Arbitration for Sport.
Main Topics
The global business of sport and the intersection with the law
Comparative sports industrial relations
Dealing with corruption and match fixing
Sports slavery and trafficking
Athletes rights
Human rights 
The politics of bidding for staging mega events
Media, broadcast rights and intellectual property",No Prerequisites,6 Units of Credit
GENL0252,"Summer Term 2019, Term 2 2019","Main Campus, Kensington",1,0,"In the twentieth century sport was transformed from an amateur pastime to a global business and became an important tool for nations in the conduct international relations and diplomacy. This course will introduce students to the development of the international sports system and its modes of governance. It will consider the notion of an international sports law. It will explore the use of sport in international relations and diplomacy from the rise of totalitarian regimes in the 1930s to the present day.  Using a series of case studies, the course will consider themes such as sport as international diplomacy; international treaties related to sport; sporting boycotts, human rights; discrimination; violence; women in sport; sport as development aid; corruption in sport; among others. It will also examine international organisations such as the IOC, FIFA, the World Anti-Doping Agency and the Court of Arbitration for Sport.
Main Topics
Sport, Spectacle and Diplomacy in Early Modern Europe
Soft Power and International Relations
The Governance Structures of International Sport
Totalitarian Regimes and the use of Sport in international relations
The use of sporting boycotts in internationals relations
Human rights and sport
Sport as development Aid
The Politics of Sport and intellectual Property and Ambush Marketing
Sweatshops and the Sports Apparel Industry
Sport and International Treaties
Intersection of International Law and Sport
The Court of Arbitration for Sport and the World Anti Doping Agency",No Prerequisites,6 Units of Credit
GENL1021,Term 2 2019,"Main Campus, Kensington",1,0,"This course offers students a general introduction to six of the world’s major religions with a special focus on the way in which their specific laws and customs impact upon the behaviour of their adherents. The religions studied are Hinduism, Buddhism, Daoism, Judaism, Christianity and Islam. Each week a specific practical theme will be traced across the six religions. The themes include sacred images; scriptural texts; ethics; the three life-cycle rituals of birth, death and marriage; food and clothing customs; the calendar; religious architecture and popular places of pilgrimage. 

An objective, comparative approach will be taken and little prior knowledge of any religious tradition is required. A major focus of the course is the social relevance of religion in today’s society. Its aim is to deepen the student’s appreciation of the rich mosaic, which characterises the practical and legal dimensions of the world’s great religions.",No Prerequisites,6 Units of Credit
GENL1022,"Summer Term 2019, Term 1 2019, Term 3 2019","Main Campus, Kensington",1,0,"This course focuses on the role of women in five of the world’s major religions: Hinduism, Buddhism, Judaism, Christianity and Islam. It examines the traditional theological principles and the practical laws that have directly impacted, for better or for worse, upon the lives of women within these religious traditions. It also explores historical and contemporary challenges to doctrines and practices that are seen to undermine women’s equality and freedom. Key themes include: femininity and divinity; historical founders’ attitudes to women; key scriptural texts and their interpretation; life-cycle rituals; marriage and divorce; sex and procreation; clothing and social freedom; worship and purity; leadership and authority.",No Prerequisites,6 Units of Credit
GENL1062,"Term 1 2019, Term 3 2019","Main Campus, Kensington",1,0,"Understanding Human Rights examines the moral and legal foundations of the contemporary human rights discourse. It explores the origins of human rights in Western philosophy and the impact of this on some of the important debates in the discourse, including the charge of Western bias in the international system and the conflict between universalism and cultural relativism. It examines the development of national and international human rights instruments. The course examines the United Nations Human Rights treaty system and associated mechanisms. It introduces students to human rights protection and enforcement through Public International Law, International Humanitarian Law, and Humanitarian Intervention; it discusses the role of the UN Security Council, and the role of the International Criminal Court and Special Tribunals. The course also critiques Australia’s human rights record by examining the relationship between Australian and International Law and seeing what rights are protected in the Constitution. Other protective measures are also identified. The course uses contemporary examples of human rights abuse to illustrate the content.",No Prerequisites,6 Units of Credit
GENL1063,"Summer Term 2019, Term 2 2019","Main Campus, Kensington",1,0,"The aim of Terror and Religion is to explore the historic and contemporary links between terror and religion, and to help students understand the complexity of religious violence in the late 20th and early 21st centuries, especially in relation to terrorism and the so-called “war against terror”. The course addresses the re-emergence of religious nationalism and the threats it presents to modern states.
The course investigates legal and other definitions of terrorism and the development of modern doctrines of terror. It examines topics such as religious motivation, and the justification and legitimisation of the use violence in a number of major religious belief systems. It identifies the differences between mainstream and extremist teachings on the use of violence in these religions. It analyses significant acts of religiously motivated violence, and explores background issues such as secularisation, modernism and globalisation. It also looks at more personal issues, such as the nature of religious conviction and its influence on behaviour.
The course takes an interdisciplinary approach, incorporating insights from history, philosophy, psychology, sociology, studies in religion, politics and the law.
Main Topics
Historic and contemporary examples of violence in religions such as Christianity, Islam, Judaism, Sikhism, Buddhism and new religious movements;The evolution of modern doctrines of terror and their influence on religiously motivated violence;Similarities and differences between religious and other forms of terrorism;Interpretation of religious teachings on violence by extremist thinkers in a number of religions and their significance for contemporary terrorism;Analytical tools for understanding contemporary religious violence, including an understanding of personal, contextual and environmental factors;Ideology: what it is; how it works; some examples;The influence of local and global politics and secularisation on the spread of religiously motivated violence;Alternative forms of governance suggested by religious extremists, including the transnational entities such as a caliphate or theocracy;The threat that contemporary terrorism poses to democracies; andRecent developments in terrorism studies, including legal and policing counter-terrorism policies.",No Prerequisites,6 Units of Credit
GENL2021,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"Different legal systems have evolved in different parts of the world. Australia is a common law country – its legal system is based on the English common law system. This course offers students a comprehensive introduction to the Australian legal system, a common law system, and contrasts it with the civil law system.
The course will examine the historical origins of the Australian legal system, some of the principles underpinning our legal system, including the importance of the concept of the rule of law. It also covers the operation of the principal institutions of the legal system, the legislative and executive arms of government and the judiciary and courts. This will include the jurisdiction of Australian courts, the process by which cases are decided and the doctrine of precedent, consideration of alternative methods of dispute resolution and an examination of the role of the legal profession. There will also be an overview of the main branches of law.
Aboriginal customary law will be looked at and there will be a critical analysis of the circumstances of the adoption of the common law in Australia and the effect on the indigenous people. There will also be examination of the recognition of customary law and native title.
No prior knowledge of the Australian legal system is required. A major focus of the course is the social relevance of law in our daily lives and in today’s society.
Main Topics
The Rule of LawThe Common Law Legal SystemOther Types of Legal SystemsThe Separation of PowersThe Federal ConstitutionParliamentary SovereigntyLegislation by ParliamentHierarchy of CourtsThe Doctrine of PrecedentThe Legal ProfessionAlternative Forms of Dispute ResolutionTribunalsCommon Law and EquityContract LawTort LawCriminal LawSettlement/Invasion - The Impact on the Indigenous InhabitantsThe Mabo decision The Native Title Act 1993 (Cth)The Wik decision and amendments to the Native Title Act 1993",No Prerequisites,6 Units of Credit
GENL2032,Term 2 2019,"Main Campus, Kensington",1,0,"This course will focus on the regulation of the online world and its social and cultural expression, and will explore these ideas from the viewpoint of users, community members, creators, citizens and consumers, particularly those engaging with Social Media and other ‘user generated content’ services. Cyberspace Law 2.0 is a General Studies elective subject for non-law- students, while LAWS3532 is available for certain law students.
It provides a good grounding for understanding how the legal and regulatory world interacts with online ones, especially from the perspective of the socially and culturally active individual. (While there are elements of market regulation and consumer protection considered, these are not the main focus.)
Main Topics
The Cyberspace Law 2.0 Course aims to assist you to:
    Appreciate how the online social and cultural environment is similar and different from the physical world from a regulatory perspective;
 become familiar with reading and understanding court case judgments, how they are constructed, how arguments won and lost;
be able to take a systematic approach to analysing the legal issues involved in various problems and conflicts commonly encountered in online social and cultural scenarios;
develop an understanding of the implications of different countries and jurisdictions having different laws, while many online services cover the world;
understand the range of options which may be available for dealing with online disputes, in particular between individuals or between individuals and their cyberspace or online community services, and how to choose amongst them.","Exclusion: enrolment in program 3502, 3543, 3571, 3979, 3971",6 Units of Credit
GENM0295,Term 3 2019,"Main Campus, Kensington",1,0,"The last 10-15 years have yielded significant and rapid advances in our understanding of the human genome, and the impact on human health & clinical practice is already being widely felt. This course will discuss both the potential benefits and possible controversies surrounding the genetic revolution as it relates to healthcare. Students will learn how genetic testing is currently used to guide treatment across a range of diseases including cancer, neurological diseases, autoimmune disorders, cardiovascular disease, and respiratory disease. In addition, students will explore the power of genetics to impact disease prevention and diagnosis, and the social, legal, political and ethical implications of this new knowledge.",No Prerequisites,6 Units of Credit
GENM0510,Term 1 2019,"Main Campus, Kensington",1,0,"This course is offered in two modes: either face to face (on-campus) and fully online.
This exciting course provides an introductory overview of contemporary trends in mass media and the key concepts necessary to understand what media is and how to contextualise news. The course has a specific focus on engaging with media to promote health and social wellness issues, highlight health issues and challenges through media advocacy, and to raise awareness and mobilise for social change. The course provides opportunities to engage with inspirational people from across all aspects of media, from print to social media and in between. The current Australian media landscape is examined through analysis of readings and special guest lectures from different media outlets providing a close insight into their industry, how to best choose the best channel and how to tailor the message for it. The second half of the course gives practical instruction and training on developing content for mass media, providing the students with tools to tailor content, to writing for media, planning, developing a strategy and managing journalists.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0519,Term 3 2019,"Main Campus, Kensington",1,0,"Pandemics, and infectious disease outbreaks more generally, are a growing source of public concern and controversy. The media are continually accused of exaggerating concerns, and the actions of public health authorities are constantly publically scrutinised. What questions should the public be asking of public health responses to infectious disease, and what can public health authorities do to connect with the general public and gain their trust? This course will introduce you to social scientific research with relevance to the social and political aspects of infectious disease control. You will be introduced to some key social scientific concepts used to understand the challenges public health authorities face in trying to garner public trust; and you will be introduced to social scientific research that can inform responses to actual and potential pandemics. You will draw on these concepts and this research to critically engage with media and public discussion of pandemics.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0520,Term 3 2019,"Main Campus, Kensington",1,0,"This course is offered in two modes: either face to face (on-campus) and fully online.
Do you visualise a society without social problems? Do you have a curiosity about how to make difference by offering solution(s) for social problems? Do you have the zeal to be a socially responsible entrepreneur in the healthcare settings?
The emerging field of social business comes against the backdrop of unleashing human ingenuity in which the market-driven approach for solving social problem (s) in health, education, environment etc stands as the primary objective. In this course, we will develop the skills and perspective that enable you to identify and understand a social problem, to generate creative ideas to address it, and to build a realistic social business plan.
The focus in the class shifts from the theoretical understanding of social business to the practical approach of planning, organising, leading and monitoring a social business. You will explore case studies, scenerious and real-time experiences from a largest Global academic and professional network of social business (i.e. Noble Laureate Professor Yunus Social business in 16 countries, 31 universities, 12 academic programs) and meet successful social business entrepreneurs to move your social business plan to market.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0703,Term 1 2019,"Main Campus, Kensington",1,0,"The course will expose students to theory and concepts relating to the development and maintenance of physical health, disease prevention and general wellbeing. Topics include physical activity guidelines as well as exercise prescription in areas such as cardio-respiratory conditioning, resistance exercise, flexibility training, lifestyle management issues (diabetes, smoking, obesity, etc) and the negative effects of sedentary behaviours - with benefits and/or consequences of those actions used to direct decision making. Popular misconceptions will be addressed with the latest research findings used to dispel these myths. By participating in the group presentation and tutorials, students will be able to reflect on, and analyse their own health & fitness experiences, and improve upon future experiences for themselves and others. They will also be able to develop effective collaborative and communication skills.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0707,Term 2 2019,"Main Campus, Kensington",1,0,"Nutrition is relevant to everybody, every day. What, how and why you eat and drink are questions you may not have contemplated in any depth, but adequate nutrition is key to both good physical and mental health. In exploring the mechanisms and determinants of nutrition behaviours, this course offers an opportunity to understand what nutrients your body needs, how your body processes nutrients, how to analyse your own diet, and how poor nutrition can influence individual and population health.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0708,Term 1 2019,"Main Campus, Kensington",1,0,"This course is offered in two modes: either face to face (on-campus) and fully online.
This is a six-unit general education course. It is designed to provide students from a range of disciplines with: (1) an understanding of theories and models of behaviour change; and (2) the opportunity to practice skills and strategies that impact health behavioural change. Particular emphasis is placed on improving competency in communication and decision-making to assist self and others with health concerns. With progressthrough the course, students will develop a more sophisticated level of knowledge, attitudes, values, and skills to address health issues and play an active role in enhancing their own health and that of their community. More specifically, students will gain the social, problem-solving, and communication skills necessary to manage their own health in a variety of situations.  This course is action-oriented; as such, students will be encouraged to implement and evaluate their own lifestyle choices and inspire others to optimise their wellbeing. Classes will combine lecture, discussion of the readings, case studies, real-life scenarios, presentations, small group exercises, and audiovisual materials.",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
GENM0709,Term 1 2019,"Main Campus, Kensington",1,0,"“Sport has the power to change the world... it has the power to inspire. It has the power to unite people in a way that little else does. It speaks to youth in a language they understand.”  (Nelson Mandela, circa early 2000)
There is no doubt about the positive benefits of engaging in sports. The power of sports, however, goes well beyond the playing field, and individual benefit.  Sports traditionally are not appreciated for the vast extent of social good, and positive change  they can bring, in  both developing and developed countries.
This course will introduce students to the exciting new and emerging field of sport for development and social change (S4D/SC), where the power of sport goes well beyond the traditional playing fields to address health and social challenges. Through an inspiring mix of workshops, case studies, multi-media, field visits to see SD in action and guest experts, students will engage with the compelling power of this emerging field of sport for development and social change.
“People who work together will win, whether it be against complex football defenses, or the problems of modern society.” (V Lombardi, circa 1960’s)",Excluded: Not available to Undergraduate Faculty of Medicine single/dual program students,6 Units of Credit
