Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
ARTS4608,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis/practical project in Film Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Film Studies honours program,6 Units of Credit
ARTS4609,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis/practical project in Film Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Film Studies honours program,12 Units of Credit
ARTS4610,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis/practical project in Film Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Film Studies honours program,18 Units of Credit
ARTS4611,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis/practical project in Film Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Film Studies honours program,24 Units of Credit
ARTS4612,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"A 6 UOC thesis/practical project in Media, Culture and Technology to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.","Prerequisite: Enrolment in Media, Culture and Technology honours program",6 Units of Credit
ARTS4613,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"A 12 UOC thesis/practical project in Media, Culture and Technology to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.","Prerequisite: Enrolment in Media, Culture and Technology honours program",12 Units of Credit
ARTS4614,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"An 18 UOC thesis/practical project in Media, Culture and Technology to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.","Prerequisite: Enrolment in Media, Culture and Technology honours program",18 Units of Credit
ARTS4615,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,"A 24 UOC thesis/practical project in Media, Culture and Technology to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.","Prerequisite: Enrolment in Media, Culture and Technology honours program",24 Units of Credit
ARTS4616,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis/practical project in Theatre and Performance Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Theatre and Performance Studies honours program,6 Units of Credit
ARTS4617,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis/practical project in Theatre and Performance Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Theatre and Performance Studies honours program,12 Units of Credit
ARTS4618,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis/practical project in Theatre and Performance Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Theatre and Performance Studies honours program,18 Units of Credit
ARTS4619,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis/practical project in Theatre and Performance Studies to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Theatre and Performance Studies honours program,24 Units of Credit
ARTS4620,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis/practical project in Creative Writing to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in a Creative Writing honours program,6 Units of Credit
ARTS4621,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis/practical project in Creative Writing to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in a Creative Writing honours program,12 Units of Credit
ARTS4622,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis/practical project in Creative Writing to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in a Creative Writing honours program,18 Units of Credit
ARTS4623,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis/practical project in Creative Writing to be completed as part of the 30 UOC of thesis/practical project component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in a Creative Writing honours program,24 Units of Credit
ARTS4700,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Environmental Humanities honours program,6 Units of Credit
ARTS4701,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Environmental Humanities honours program,12 Units of Credit
ARTS4702,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Environmental Humanities honours program,18 Units of Credit
ARTS4703,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Environmental Humanities to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in Environmental Humanities honours program,24 Units of Credit
ARTS4704,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in History to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the History honours program,6 Units of Credit
ARTS4705,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in History to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the History honours program,12 Units of Credit
ARTS4706,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in History to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the History honours program,18 Units of Credit
ARTS4707,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in History to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the History honours program,24 Units of Credit
ARTS4712,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Philosophy to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Philosophy honours program,6 Units of Credit
ARTS4713,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Philosophy to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Philosophy honours program,12 Units of Credit
ARTS4714,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Philosophy to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Philosophy honours program,18 Units of Credit
ARTS4715,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Philosophy to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Philosophy honours program,24 Units of Credit
ARTS4810,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Asian Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Asian Studies honours program,6 Units of Credit
ARTS4811,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Asian Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Asian Studies honours program,12 Units of Credit
ARTS4812,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Asian Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Asian Studies honours program,18 Units of Credit
ARTS4813,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Asian Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Asian Studies honours program,24 Units of Credit
ARTS4814,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Chinese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Chinese Studies honours program,6 Units of Credit
ARTS4815,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Chinese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Chinese Studies honours program,12 Units of Credit
ARTS4816,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Chinese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Chinese Studies honours program,18 Units of Credit
ARTS4817,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Chinese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Chinese Studies honours program,24 Units of Credit
ARTS4818,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in French Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the French Studies honours program,6 Units of Credit
ARTS4819,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in French Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the French Studies honours program,12 Units of Credit
ARTS4820,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in French Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the French Studies honours program,18 Units of Credit
ARTS4821,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in French Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the French Studies honours program,24 Units of Credit
ARTS4822,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Spanish and Latin American Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Spanish and Latin American Studies honours program,6 Units of Credit
ARTS4823,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Spanish and Latin American Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Spanish and Latin American Studies honours program,12 Units of Credit
ARTS4824,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Spanish and Latin American Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Spanish and Latin American Studies honours program,18 Units of Credit
ARTS4825,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Spanish and Latin American Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Spanish and Latin American Studies honours program,24 Units of Credit
ARTS4826,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Japanese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Japanese Studies honours program,6 Units of Credit
ARTS4827,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Japanese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Japanese Studies honours program,12 Units of Credit
ARTS4828,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Japanese Studies to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Japanese Studies honours program,18 Units of Credit
ARTS4829,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Japanese Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Japanese Studies honours program,24 Units of Credit
ARTS4830,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Korean Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Korean Studies honours program,6 Units of Credit
ARTS4831,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Korean Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Korean Studies honours program,12 Units of Credit
ARTS4832,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Korean Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Korean Studies honours program,18 Units of Credit
ARTS4833,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Korean Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Korean Studies honours program,24 Units of Credit
ARTS4834,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Linguistics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Linguistics honours program,6 Units of Credit
ARTS4835,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Linguistics to be completed as part of the 30 UOC of thesis component  in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Linguistics honours program,12 Units of Credit
ARTS4836,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Linguistics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Linguistics honours program,18 Units of Credit
ARTS4837,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Linguistics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Linguistics honours program,24 Units of Credit
ARTS4838,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in German Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the German Studies honours program,6 Units of Credit
ARTS4839,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in German Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the German Studies honours program,12 Units of Credit
ARTS4840,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in German Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the German Studies honours program,18 Units of Credit
ARTS4841,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in German Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the German Studies honours program,24 Units of Credit
ARTS4900,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Development Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Development Studies honours program,6 Units of Credit
ARTS4901,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Development Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Development Studies honours program,12 Units of Credit
ARTS4902,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Development Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Development Studies honours program,18 Units of Credit
ARTS4903,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Development Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Development Studies honours program,24 Units of Credit
ARTS4904,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in European Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the European Studies honours program,6 Units of Credit
ARTS4905,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in European Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the European Studies honours program,12 Units of Credit
ARTS4906,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in European Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the European Studies honours program,18 Units of Credit
ARTS4907,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in European Studies to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the European Studies honours program,24 Units of Credit
ARTS4912,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the International Relations honours program,6 Units of Credit
ARTS4913,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the International Relations honours program,12 Units of Credit
ARTS4914,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the International Relations honours program,18 Units of Credit
ARTS4915,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the International Relations honours program,24 Units of Credit
ARTS4916,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Politics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics honours program,6 Units of Credit
ARTS4917,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Politics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics honours program,12 Units of Credit
ARTS4918,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Politics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics honours program,18 Units of Credit
ARTS4919,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Politics to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics honours program,24 Units of Credit
ARTS4920,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Sociology and Anthropology to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Sociology and Anthropology honours program,6 Units of Credit
ARTS4921,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Sociology and Anthropology to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Sociology and Anthropology honours program,12 Units of Credit
ARTS4922,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,An 18 UOC thesis in Sociology and Anthropology to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Sociology and Anthropology honours program,18 Units of Credit
ARTS4923,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 24 UOC thesis in Sociology and Anthropology to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Sociology and Anthropology honours program,24 Units of Credit
ARTS4924,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 6 UOC thesis in Politics and International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics and International Relations honours program,6 Units of Credit
ARTS4925,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",1,0,A 12 UOC thesis in Politics and International Relations to be completed as part of the 30 UOC of thesis component in the Honours Program. Students are also required to complete 18 UOC of coursework.,Prerequisite: Enrolment in the Politics and International Relations honours program,12 Units of Credit
