Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
MATS6108,Term 2 2019,"Main Campus, Kensington",0,1,"This course covers the fabrication, structure, properties and applications of composite and functional materials. Students will gain an understanding of the relationship between materials design, fabrication and behaviour of these materials.",No Prerequisites,6 Units of Credit
MATS6109,Term 2 2019,"Main Campus, Kensington",0,1,"1st Component: Fundamentals of Polymer Science and Engineering
Polymer Chemistry and Synthesis: raw materials and synthesis of polymers; monomers, homopolymers, copolymers; basic organic chemistry and applied polymer chemistry; free radical polymerization, kinetics and mechanism; ionic and condensation polymerization, kinetics and mechanism.Polymer Physics and Characterisation: chain dimensions; polymer thermodynamics; polymer solution behaviour; characterisation techniques in solution and solid state using spectroscopy, chromatography and colligative properties.
2nd Component: Case Studies of Polymer Design and Failure
Mechanical Properties: viscoelasticity and elastic deformation; structure-property relationship Case Studies: polymer properties; failure modes and causes of degradation; analytical techniques for characterising the failing components; examples of polymeric devices that have failed across a broad range of applications such as medical and industrial.Design Project: field of application; material selection (synthetic route); polymer structure and property; processing technique; characterisation tools; the relation between structure and application;",No Prerequisites,6 Units of Credit
MATS6110,Term 2 2019,"Main Campus, Kensington",0,1,This course covers the principles and application of solving materials science problems through computational approaches. Modelling packages such as ANSYS will be used to solve problems in areas of fluid dynamics and the structural properties of advanced materials.,No Prerequisites,6 Units of Credit
MATS6111,Term 2 2019,"Main Campus, Kensington",0,1,"Solidification, welding (emphasis on effect of welding on microstructure, HAZ’s etc), fundamentals of metal working (including hot working, Zener-Hollomon parameter, dynamic recovery and recrystallization and cold working including slip-line field theory, slab and upper bound analyses, formability, residual stresses), recrystallisation phenomena.
This course shall also focus on several advanced topics including: Specialty alloys such as; shape memory alloys, TWIP and TRIP steels, ultra-lightweight alloys, amorphous alloys, high entropy alloys and the associated processing technologies or fundamental mechanisms surrounding them. It shall also cover severe plastic deformation techniques and superplastic forming processes of metals.",No Prerequisites,6 Units of Credit
MATS6112,Term 1 2019,"Main Campus, Kensington",0,1,"This course covers a range of methods in the analysis of materials including diffraction, microscopy and spectroscopy methods. Emphasis is placed on the applicability of each technique to appropriate analysis and the limitations of each method.
The first half of the course (Weeks 1-6) will provide a fundamental understanding of crystallography, diffraction, and electron microscopy (taught with MATS2003).  The second half of the course presents advanced topics in diffraction, microscopy, and spectroscopy.",No Prerequisites,6 Units of Credit
MATS6113,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course is designed for students undertaking a Masters by Coursework program in Materials Science and Engineering. It will be based on the performance of an original research project. Students will need to demonstrate competency in the design and execution of a research investigation.
A self-directed experimental research or design-based project to apply, contextualise, and integrate fundamental scientific/engineering concepts learnt throughout the Materials Science and Engineering undergraduate program.  Students will develop advanced disciplinary knowledge and will apply this to problem solving in the chosen topic area. Students will develop and practice high-level skills in critical thinking, project management, safety consideration and risk management, data collection and analysis, problem solving, and technical communication.
T1 Entry point: Students are required to enrol in MATS6114 in Term 1 and Term 2 and enrol in MATS6113 in Term 3
Note: study arrangements and attendance for this course is made on a case-by-case basis and all enrolments must be processed by the Materials Science & Engineering School Office only. Please contact enquiries@materials.unsw.edu.au.",No Prerequisites,12 Units of Credit
MATS6114,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"A self-directed experimental research or design-based project to apply, contextualise, and integrate fundamental scientific/engineering concepts learnt throughout the Materials Science and Engineering undergraduate program.  Students will develop advanced disciplinary knowledge and will apply this to problem solving in the chosen topic area. Students will develop and practice high-level skills in critical thinking, project management, safety consideration and risk management, data collection and analysis, problem solving, and technical communication.",No Prerequisites,6 Units of Credit
MBAX6271,Term 2 2019,"Main Campus, Kensington",0,1,"In this course you will learn some of the major frameworks that help you to understand and manage change. Starting with the change agent, you explore the skills needed and the types of analysis change agents use to decide appropriate courses of action. You will develop your skills and learn a range of different strategies for influencing individuals, groups and the organisation. Change is also considered from an organisational perspective and you will explore how organisations respond to, resist, initiate and drive change. Your role in understanding and managing the organisation is examined. By the end of the course you will be able to:                                                             Understand the main frameworks that describe personal and organisational changeIdentify the role you play in initiating and facilitating changeAnalyse effective and ineffective change interventionsChoose appropriate strategies to facilitate personal and organisational change.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX6272,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"You will gain the confidence and self-knowledge to understand which of your current abilities are helpful and which skills you need to acquire or strengthen. The course helps you to develop an action plan around your change skills. Although you work in groups, your competence is assessed individually.","Pre-enrolled in 7315, 8616 or 8625",6 Units of Credit
MBAX6273,Term 2 2019,"Main Campus, Kensington",0,1,"This course focuses on the important structural and cultural elements of an organisation's design, when and why the elements might need to be redesigned and how to redesign them effectively. We consider changes at the level of individual jobs through to strategic options such as mergers, downsizing and restructuring. There is no one perfect design, only an optimal design for each particular time and context. By the end of the course you will be able to:
Describe the main features of organisationsAssess an organisational design in relation to the strategy and the environmentApply an open-systems perspective to planning for changeIdentify appropriate interventionsRecommend ways to improve the redesign process.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX6274,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course examines how you can initiate and sustain change in yourself and your organisation and teaches you the skills to support both processes. The focus is on organisational change in complex and turbulent environments. The course adopts a systems perspective on change. You will understand the nature of open systems and how to analyse and utilise them as a means to introduce and sustain change. The course requires you to complete a research project, involving a systemic needs analysis within an organisation and the development of an implementation strategy. 
Course Aims
Systems for Change aims to show how:
Effective organisational change depends on the degree to which systems support, motivate and enable changeEffective systems are those which respond to and positively influence other systems, organisational strategies and the wider environment.Effective change agents recognise the complexities of organisational change and how a systems perspective can help sustain both episodic and continual change in turbulent environments.Effective change agents critically review and learn from their experiences.","Pre-requisite MNGT6271 or MBAX6271 and enrolment in program 5950, 7315, 8355, 8616, 8625",6 Units of Credit
MBAX9101,Term 1 2019,"Main Campus, Kensington",0,1,"Project management involves the overall planning, control and coordination of a project. It is the process by which the responsibility for all phases is combined within one multidisciplinary function. This course introduces you to the project management skills needed during the lifetime of a project. It explores some key concepts of project management, including project risk management.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX9104,Term 1 2019,"Main Campus, Kensington",0,1,"This course provides an examination of the nature and role of innovation and change in the management of organisations in the commercial, public and not-for-profit sectors, and other types of organisations in the twenty-first century. Managers must be continually concerned with effectiveness, efficiency, survival and growth. The course aims to examine these processes within large and small businesses across all sectors in order to understand the essential features of the management of innovation and change.* Capstone course* Students intending to graduate with the Master of Business Administration (Specialised) must complete 48 units of credit (8 courses) before being permitted to enrol into GBAT9104.",Pre: Enrolment in 8625 and 48UOC.,6 Units of Credit
MBAX9114,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"Marketing Management is a course designed to introduce fundamental marketing concepts, theories and analytical tools to managers working in today's highly competitive and complex business environment. The course places particular emphasis on the management of profitable exchange processes in the context of modern organisations and covers a diverse range of marketing topics including marketing strategy and planning, the marketing environment and how to monitor it, consumer and organisational behaviour, marketing research, market segmentation and development of target markets, new product development, pricing, distribution, promotion and international marketing. Participants are required to tackle real life marketing problems and demonstrate their ability to apply classroom knowledge to their own work situations.",No Prerequisites,6 Units of Credit
MBAX9120,"Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Accounting: A User Perspective is designed for those who use accounting information, rather than those whose task it is to prepare it. The focus is on the understanding and use of accounting information as well as the composition and meaning of the financial statements. The course covers accounting reports prepared for external users as well as accounting reports used by managers to plan, control and make decisions.",No Prerequisites,6 Units of Credit
MBAX9122,Term 1 2019,"Main Campus, Kensington",0,1,"An understanding of economics is essential for the long-term viability of business. The economic environment in which business operates will have a vital bearing on day-to-day decisions. Economics in Management Practice lays the foundations for such knowledge. It provides a basic introduction to those economic principles that are important for business, as well as providing general economic literacy to enable participants to read and understand economic reports and to be able to communicate with and understand business people, economists and policy makers.",No Prerequisites,6 Units of Credit
MBAX9123,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course stresses the fundamentals of corporate financial decision making with special reference to investment, financing and dividend distribution. The course develops distinct conceptual frameworks and specialised tools for solving real-world financial problems at both the personal and corporate level. Examples include funds management, mergers and acquisitions, capital raisings, portfolio selection of financial securities, public floats and the pricing of assets in the stock market. Illustrations from real-life corporate practices are used to highlight the importance and relevance of financial management to the realisation of personal and corporate financial objectives.",No Prerequisites,6 Units of Credit
MBAX9125,"Term 1 2019, Term 2 2019","Main Campus, Kensington",0,1,"Managing People and Organisations examines the different ways in which organisations approach the management of their employees. We explore the behaviour of people at work, and the impact this has on others and on the organisation itself. We consider the relationship between people management and the organisation's strategy and locate the management of 'people at work' within various theoretical, philosophical, historical and regulatory contexts.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX9127,Term 3 2019,"Main Campus, Kensington",0,1,"In this course students examine the basic concepts and tools of supply chain management within the broader framework of integrated intra- and inter-firm operations. The aim of the course is to bring together related but traditionally separate sub-disciplines of management: operations management, which deals with the planning, scheduling and control of production activities within the business firm, and supply chain management, which focuses on the market-integrated production activities of networks or chains of specialised firms that sequentially convert raw materials into increasingly complex intermediate and final products. Although these two sub-disciplines have been taught at universities as separate management subjects, it is increasingly apparent that they should be combined. The sourcing of inputs from upstream suppliers and the distribution of outputs to downstream customers cannot be separated from the management of in-house production.",No Prerequisites,6 Units of Credit
MBAX9130,Term 2 2019,"Main Campus, Kensington",0,1,"This course considers the range of risks facing organisations in the areas of finance, operations, IT, innovation and reputation. An organisation's culture can impact on the effectiveness of its risk management, which needs to be incorporated into all business planning and decision making. The course covers the role of corporate governance and compliance, and suggests methods of developing and implementing appropriate risk management strategies. Some of the effective tools available for identifying, assessing and quantifying risk are presented, along with emerging issues in enterprise risk management.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX9131,Term 3 2019,"Main Campus, Kensington",0,1,"Leadership In A Complex Environment addresses the need for, and value of, leadership in complex environments characterised by technology, sustainability and the need to operate across boundaries. It introduces students to contemporary models, concepts and theoretical frameworks of leadership and examines different forms of leaderships, including emergent, sustainability, cross-boundary and transformational. The course facilitates the development of personalised leadership plans for each student using theoretical knowledge. It also provides practical guidance to help students strengthen the leadership abilities they need to address business problems, exert influence and drive change across a wide range of organisations.",Prerequisite: must be enrolled in 8625,6 Units of Credit
MBAX9132,Term 1 2019,"Main Campus, Kensington",0,1,"Organisations must increasingly innovate in order to survive and thrive. This course is designed for leaders who intend to apply their entrepreneurial spirit to innovating within established organizations, as well as for managers whose goal is to build and manage innovation processes in the organisation. 
This course sets the stage for intrapreneurship with the top management perspective on organisational innovation and the importance of managing the tension between top-down and bottom-up approaches. Students will learn how to recognise and leverage the innovation advantages existing organisations have over start-ups, and how to evaluate and mitigate factors that work against innovation. Students will explore some of the world’s most successful innovation companies (along with a notable failure) to contrast directed innovation models with under-the-radar “stealth innovation”. 
With this view of top-down innovation management as a foundation, the course then focuses on bottom-up intrapreneurial execution. Students will learn about their own “innovator’s DNA”, and intrapreneurial best practices that combine innovation strategies, start-up thinking and entrepreneurial methods to accomplish organisational innovation in its many forms by practising human centred design (HCD) methods and tools during the 10 weeks of the course.",No Prerequisites,6 Units of Credit
MBAX9134,Term 1 2019,"Main Campus, Kensington",0,1,"The Change Management Research Project (CMRP) is the capstone course for the MBA (Change). It requires reflection on a range of course materials. It is also very applied in that you are required to conduct field research, using a specific research design, and report your experiences. These theoretical and applied themes are blended to maximise your learning.
The main aim of the CMRP is to enable students to synthesise all their learning across the MBA (Change) specialisation courses studied, and to achieve an integrated and common understanding of them. In addition, this capstone course will add significant value to your Master’s degree by building on your knowledge and skills from a range of core disciplines (financial, legal, technological) that may have been developed through your previous courses in the MBA (Change) or prior study and professional experience. 
As an AGSM graduate, it is expected that you will have the skills and knowledge to be an effective change-management practitioner at both operational and strategic levels. The change-management specialisation courses in the MBA (Change) have addressed a variety of concepts, issues and principles designed to enhance your change-management capabilities whether in commercial or non-commercial settings. The integration of these courses will be reinforced via this capstone course. It is therefore strongly recommended that it is the final course in your studies.",Pre: Enrolment in 8625 and 48UOC.,6 Units of Credit
MBAX9135,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"This is a core course in Business Analytics, which enables organizations to make quicker, better, and more intelligent decisions to create business value in the broadest sense. This course addresses the context of business analytics and the management actions required for organizations to manage business analytics such that they can create value from their data and make progress on the transformational journey to becoming data-driven. Emphasis will be placed on the managing and sourcing data, the analytic process and the role of leadership in supporting the organizational and cultural change associated with the transformation to becoming a data-driven organization.
 As part of the business analytics process you will build predictive models. This requires a basic understanding of statistics and you will therefore be required to study the material on basic statistics provided by Harvard online training. IBM’s Watson Analytics will be used to build predictive models and communicate analytic insights.","Prerequisite: must be enrolled in Program 8355, 8625, 8616, 5950, 5457, 7315, 7333, 8345 or 8350",6 Units of Credit
MBAX9136,"Term 2 2019, Term 3 2019, Term 3 2019","Main Campus, Kensington",0,1,"Over the past few decades Silicon Valley and its startup ecosystem have consistently produced high growth companies that have come to dominate industries worldwide from pioneering companies like HP and Fairchild and technology giants like Apple and Google through to a new generation of disruptors like Uber and AirBnB. This course, which takes place in Silicon Valley, provides you with an opportunity to get deeper insight into the world's most successful startup ecosystem and to identify the lessons that can be learnt for countries and individual companies that are seeking to enhance innovation and foster greater levels of entrepreneurship. During this course you will meet with and gain insights from entrepreneurs, investors, executives and industry experts who are living and working in the Valley and will develop practical insights and a fresh perspective that you will be able to apply to your organisation big or small.",No Prerequisites,6 Units of Credit
MBAX9137,Term 2 2019,"Main Campus, Kensington",0,1,"This course focuses on advanced financial decisions of corporate managers. First, the course expands on the traditional project evaluation criteria by introducing real options and valuation techniques in the presence of uncertainty. Second, it discusses the use of debt and equity as financing instruments and how to assess leases. Third, it explains how to hedge a company’s cash flows and balance sheet from both domestic and international exposures. The course uses case studies to illustrate the application of theoretical concepts to real-life.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9138,Term 1 2019,"Main Campus, Kensington",0,1,"In this course, financial-statement information is discussed  as a tool in a wide range of business decisions. We will discuss financial statements from a user’s perspective, and use a variety of tools to break apart financial reports into meaningful units for analysis, forecast financial statements, and value a firm’s shares. We will also look at the role of managerial incentives and accounting rules in assessing the quality of financial statements. 
The course is divided into five sections: (1) Information collection, (2) Processing information (the role of incentives), (3) Processing information (accounting analysis), (4) Forecasting, and (5) Valuation and decision-making. These sections will provide us with the structure we need to help us become more informed users of financial information.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9139,Term 1 2019,"Main Campus, Kensington",0,1,"This course seeks to understand what venture capital is, what venture capitalists do and the way venture capital organisations work. This course is primarily geared towards students interested in working in venture capital, or other private-equity organizations. It is also intended for students who expect to work alongside venture capitalists or other private equity investors, whether as managers of firms financed by such investors, as investment bankers taking their firms public, or as money managers investing in these funds. Finally, it is designed for students interested in exploring how aspects of private equity investing can be transferred to the management of projects in established organizations.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9140,Term 3 2019,"Main Campus, Kensington",0,1,"The course will provide information and analysis on the latest development in the world of finance and its implications for business strategies. The course will provide live financial data and other information from various financial institutions to teach a number of issues that influence global finance and the way multinational companies build their global business networks, their activities and strategies. The Course also brings a fresh perspective from eminent scholars from various leading business schools and financial organizations.
The latest issues on global finance will be taught in this course with lectures, videos and online financial data. The basic thrust of this course is to provide a framework within which the key global financial issues, including the operations of multinational companies can be analysed. This course is designed to develop students’ understanding of the business and financial aspects of their main specialisation. The course prepares students for leadership roles and builds understanding of global financial forces that could influence the overall business environment. The course uses the latest development in the world of finance and also invites guest lecturers from the industry to share their insights to students.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9141,Term 3 2019,"Main Campus, Kensington",0,1,"The objective of this course is to introduce students to Mergers and Acquisitions (M&A) and the requisite knowledge for the development and execution of corporate transactions particularly within equity capital markets. Typical transactions include Takeovers, Acquisitions, Divestments, Initial Public Offerings and Secondary Raisings. Each of these types of transactions will be addressed within the course. Students will utilise common corporate finance tools and knowledge as applied within the context of considering, developing and executing M&A transactions. Participants will apply insights and skills taken from previous courses in finance. The course includes negotiation within the context of M&A. Case studies are used extensively throughout the course – including the use of current or recent transactions involving ASX listed companies. The course is a mixture of lectures, class discussions, case studies and group exercises – all with an emphasis on the practical class discussions, case studies and group exercises – all with an emphasis on the practical applications of corporate finance skills and knowledge within the context of M&A.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9142,Term 2 2019,"Main Campus, Kensington",0,1,"Financial Modelling intends to make managers more confident and effective users of financial models, helping them to better understand and communicate the practical value of financial models, and to build this literacy for their future work. Key to this is a critical pedagogical approach which develops and refines students’ high-level critical thinking, problem-solving, and analytical skills, alongside providing them with a set of practical tools and techniques to help them make effective judgments about a business’s current financial situation and future performance based on best practice financial modelling principles. 
Students learn to review and critique financial models against best practice principles, analysing and breaking down complex problems into simple conceptual models. They also learn how to apply the tools and techniques of financial modelling to the analysis of real-world business problems and case studies. Finally, they learn to design and construct their own financial models that adhere to best practice principles, evaluating and applying pertinent spread-sheeting techniques to solve complex problems.",Prerequisites: (MNGT6321 OR MBAX9123 OR GBAT9123 OR MNGT5221) AND (MNGT6210 OR MBAX9120 OR GBAT9120 OR MNGT5211),6 Units of Credit
MBAX9143,"Term 1 2019, Term 2 2019","Main Campus, Kensington",0,1,"This course examines the importance of effective strategic management to organisational survival and success, and to the careers of leaders across an organisation.  It is based around four core themes (1) understanding the elements of effective strategic management (2) generating strategic insight through analyses of the critical strategic environments (3) making effective strategic choices (4) executing strategy successfully and efficiently.",No Prerequisites,6 Units of Credit
MBAX9150,Term 1 2019,"Main Campus, Kensington",0,1,"In this course, students will first learn the fundamentals of innovation and technology including the impact of technology on organisational strategy, internal and external factors influence a firm’s technology strategy, diffusion of technology and technology disruption. Students are next introduced to the stages of the entrepreneurial life cycle, categories of entrepreneurial opportunities and processes for generating new business ideas. After translating opportunities into a well-crafted plan and pitch, students will learn various financial strategies to support new business and how to design experiments using minimum viable products to test market-driven hypotheses and refine multiple aspects of the business model. Next, students will explore essential factors influencing customers to adopt new products in the current business environment and approaches to scaling businesses built on new products and services. Finally, the course concludes by analysing how startups can embed globalisation into the foundations of their ventures and looking at strategies of established firms in creating breakthrough innovations.  
Each week students will study core readings covering fundamental concepts and frameworks on each topic and do activities applying the concepts and frameworks to digital innovation. In addition, students will read a series of cutting-edge articles specific to digital innovation and participate in simulations, multimedia and traditional case covering innovative firms, digital products and digital transformation. As part of the course, in collaboration with a team, students will create and pitch a business plan, including the financial model, experimental designs and launch strategy, for an innovative product or service that addresses a social, cultural or environmental issue. Students will also create a white-paper, consulting report or reflective blog exploring cutting-edge digital innovations and then applying their findings and research to analyse how the technology can disrupt a specific industry.",No Prerequisites,6 Units of Credit
MBAX9151,Term 2 2019,"Main Campus, Kensington",0,1,"Corporations and the individuals who work in them need to ensure that they operate lawfully and in a manner that meets stakeholder expectations and broader community standards of acceptable behaviour. This is true across business entities, not-for-profits and in the business of government. It requires managers to understand and be accountable for compliance with a complex array of legal and non-legal rules and expectations, derived from different sources. The reputational risk which flows from decisions influenced by personal, professional and institutional ethics can be amplified enormously by social media. This course is designed to equip students with the analytical tools to identify and manage the governance, compliance and risk management issues that arise from law, regulation and ethics in the context of businesses’ relationship with society.",No Prerequisites,6 Units of Credit
MBAX9153,Term 2 2019,"Main Campus, Kensington",0,1,"This course provides students with applied, critical thinking and application skills for effective strategy implementation. With a focus on a spectrum of principles and features that influence strategy execution, it helps develop practical insights into organisational transformation. The course aligns with the content of other strategy courses, but focuses on the spectrum of issues to translate strategy implementation detailing how organisations can achieve sustained effectiveness with both its current challenges and future possibilities. In this context, the course deals with themes on the strategic process of managing for change, redesigning structure, human capital and talent management, and smart responses to technology. The course challenges students to think critically and develop useful insights about the concepts and principles on making better strategy.",No Prerequisites,6 Units of Credit
MBAX9154,Term 2 2019,"Main Campus, Kensington",0,1,"The main objective of this course is to give managers a high-level overview of the fundamental concepts, main topics and problems in computer science and information technology, how they relate to business settings and thus equip them to make better decisions regarding applications of technology, even if they are not technologists themselves. This course takes a top-down approach, emphasising high-level mastery of important concepts in computer science and information technology. Students who successfully complete this course will feel confident in any technology organisation and will have an appreciation for the problems in the field, how they affect or constrain business decisions and how it all works.",No Prerequisites,6 Units of Credit
MBAX9155,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"We are facing increasingly complex problems that emerge in all aspects of our work and life in a VUCA (volatile, uncertain, complex and ambiguous) world. To thrive in today’s business climate, integrative problem-solving skills are critical to every business leader and professional.
The Strategic Consulting Project provides you with the opportunity to develop and practise your problem-solving skills by integrating various tools you have acquired during your MBA (Specialised) studies. By investigating a particular strategic issue in an organisation, working as a team on the client issue, identifying solutions for that issue, and presenting recommendations to the client with rigorous logic and practical solutions, you are prepared during this process to become effective leaders and innovators. 
The Strategic Consulting Project is the capstone course in the MBA (Specialised) programs for Finance, Technology and Change.",No Prerequisites,6 Units of Credit
MBAX9202,"Summer Term 2019, Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Participants in the Master of Business and Technology program may propose to undertake a project as part of the MBT program. The project is the equivalent of one (6 units of credit) course. By undertaking a project, students will be able to investigate a particular area of interest in business and technology and perhaps contribute to the professional body of knowledge in the area.",No Prerequisites,6 Units of Credit
