Course,Term_Offerings,Campus,undergraduate_offered,postgraduate_offered,course_description,pre_requisites,course_uoc
ACCT5920,Term 1 2019,"Main Campus, Kensington",0,1,"This course seeks to understand intangible asset issues from a management accounting, financial accounting and auditing perspective. The gap between the market value of firms and the capitalisation of their assets in the balance sheet highlights the value that investors are prepared to attribute to the ""intangible resources"" of many organisations (such as financial service, consulting, software development and e-commerce companies). The value generating potential of such organisations is attributed to resources, and competencies in managing these resources, that the traditional accounting system is often both unable and unwilling to represent in explicit financial terms. Based on the premise that long term sustainable value creation is best achieved from collaborative organisational practices and transparency among all stakeholders, this course aims to identify these ""intangible resources"" and to examine their role in achieving superior financial performance. 
 The course examines how intangible assets are treated from a financial accounting perspective given International Financial Reporting Standards (IFRS), and offers a critical understanding of measurement and auditing challenges. Additionally, the course incorporates performance measurement frameworks that seek to represent intangible resources often not captured within conventional",No Prerequisites,6 Units of Credit
ACCT5922,Term 2 2019,"Main Campus, Kensington",0,1,"Note: Not available to students who have completed ACCT3585 in the last three years.
The business world today operates on a global, networked, technology platform (the World Wide Web). The rapid implementation of networked technologies world wide has impacted national economies and transformed large and small organisations.
This course uses case studies of high performing e-businesses to facilitate discussion and understanding of the strategic, technological, operational and organisational changes required by organisations to remain competitive, as they confront the strategic opportunities and threats resulting from the global networked technologies.
The case studies analyse the emergence of new business models, including start up e-businesses, the transformation of traditional bricks and mortar companies into e-businesses and the creation of virtual global businesses with outsourced functions performed by a range of specialist companies.
The course also studies the move to digitalised core processes across the value chain– the e-enabling of customer relations; the e-enabling of enterprise resource planning, financial and accounting processes and human resource processes; and the emergence of global, digitalised supply chains. It reviews the financial opportunities the technologies provide to reduce costs, improve productivity and efficiency, and transform concepts of speed and flexibility.",No Prerequisites,6 Units of Credit
ACCT5925,Term 2 2019,"Main Campus, Kensington",0,1,"This course is concerned with how organisations create and preserve value over time employing effective business models and a broader range of resources (capitals) than in conventional analyses. This value creation process is currently being reported upon under the international initiative of Integrated Reporting (), incorporating Integrated Thinking, which is enhancing the way organizations think holistically, plan strategically and report value outcomes. Integrated Thinking focuses on how executives make business decisions that best utilise all their available resources and relationships (not just financial but including their staff, intellectual property, environmental, and supplier and customer relationships) to implement a strategy for long term value creation. Integrated Reporting then focuses on how they communicate (both internally and to external stakeholders) their unique value creation story, in order to address the question, “Why should I, or others in society, support this organisation?” The course is designed to be highly interactive with many illustrations and cases.  Topics include: The drivers behind the development of the International Framework; creating value over time with Integrated Thinking; and implementation including the design of an internal management system geared to value management rather than traditional financial management.  Acknowledgement is made of the significant contributions of KPMG Australia and the International Integrated Reporting Council in developing and presenting the course",No Prerequisites,6 Units of Credit
ACCT5930,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Note: Not available to students who have completed ACCT2542 in the last three years.
This course examines the fundamentals of financial accounting for entities of simple organisational design; financial recording processes, systems design and internal control; preparation of general purpose statements of financial position, operating performance and cash flow statements; responsibilities in financial reporting; financial reporting constraints; recognition and measurement of specific financial statement elements; and analysis and interpretation of financial reports.",No Prerequisites,6 Units of Credit
ACCT5931,"Summer Term 2019, Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course introduces emergent thinking about the interfaces between financial and business performance with a focus on adding value to the business, rather than emphasising financial control. The link between strategy and resource management is highlighted, in focusing on the effective use of an organisation’s financial and other resources in creating value for customers and shareholders. The course aims to introduce strategic financial management as an integrated way of thinking about the key drivers of value in organisations.
Note: Not available to students who have completed ACCT3583 or ACCT3593 in the last three years.",Prerequisite:ACCT5996,6 Units of Credit
ACCT5942,"Summer Term 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Note: Not available to students who have completed ACCT2542 in the last three years.
ACCT5942 examines the preparation of external financial reports by corporate groups that are reporting entities in accordance with the Corporation Act, 2001 (Cth). The primary learning objective of the course is to apply the techniques of group accounting including consolidation accounting, equity accounting and the line-by-line method for jointly controlled operations or jointly controlled assets.",Prerequisite: ACCT5930,6 Units of Credit
ACCT5943,"Summer Term 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Note: Not available to students who have completed ACCT3563 or ACCT3573 in the last three years.
This course introduces students to special topics relating to Australian financial reporting with an emphasis on recognition and measurement of assets and liabilities. It focuses on the analysis of a range of contemporary accounting issues within theoretical frameworks such as agency theory and systems-oriented theories; and from the perspective of the conceptual framework used in setting accounting standards.",Prerequisite: ACCT5930 and Corequisite: ACCT5942,6 Units of Credit
ACCT5949,"Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course examines agility in organisations via a range of readings, both contemporary and seminal, providing insights into this aspect of competitive contemporary organisations. A range of concepts address what is leadership, management, agile organisations, and examines various resources that managers (including those in accounting and finance functions) can mobilise in developing and sustaining agile organisations.",No Prerequisites,6 Units of Credit
ACCT5951,Term 2 2019,"Main Campus, Kensington",0,1,"Enrolment requires School Approval.Review of alternative approaches to the development of theories in external reporting. Explication and evaluation of substantive theories and associated research studies. Examination of research findings related to the accounting and reporting environment, agency cost and financial contracting, the properties of reported accounting numbers, predictive value of accounting information, the use of information in capital markets, and the use of accounting reports by individual decision makers.",No Prerequisites,6 Units of Credit
ACCT5952,Term 1 2019,"Main Campus, Kensington",0,1,"The aim of this course is to equip students with a comprehensive understanding of contemporary management accounting research, which emanates from different philosophical perspectives and employs different theories and research methods. Research is divided into two broad streams: work that seeks (a) to explain and design, and (b) to understand and interpret the practice of management accounting in organisational societies. Topics covered include design approaches using behavioural decision theory, contingency theory, institutional theory, and others and interpretive approaches using symbolic interactionism and theories of culture. There is also brief coverage of national differences in management accounting practice and of critical analyses of the development and operation of management accounting systems.",No Prerequisites,6 Units of Credit
ACCT5955,Term 3 2019,"Main Campus, Kensington",0,1,"This course examines the design, implementation and uses of Management Control Systems (MCS) within contemporary contexts. There is a consideration of how designs of MCS are changing given globalisation, new technologies, digitalisation, and increasingly blurred organisational boundaries. The content is less technically oriented than a typical management accounting course and provides a broader strategic perspective of management control issues from the viewpoint of the CFO (Chief Financial Officer) and the senior executive team. The course is designed to be highly interactive. It encourages the application of reading materials to cases and critical reflections on the effectiveness of different MCS on performance in various organisational settings.",No Prerequisites,6 Units of Credit
ACCT5961,"Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,"Climate change and sustainability are key challenges for our society and economy today. Governments and non-governmental organisations around the world have engaged in various climate change and adaptation policy initiatives to ensure survival and prosperity of current and future generations.   This course explores issues related to climate change and sustainability and the implications for industry sectors and businesses. Established and proposed policy frameworks are surveyed and evaluated to highlight the significance of transparency and accountability in reporting economic, environmental, and social performance. The current state and trends in accounting, assurance and reporting for carbon emissions in a regulated and voluntary setting will be covered. Risk mitigation and management accounting strategies to respond to consequences of a carbon-constrained economy are also evaluated.",No Prerequisites,6 Units of Credit
ACCT5967,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,To assist MCom Hons students in completion of research project requirement. May consist of an examinable readings program defined to meet the needs of a particular student or a formal program undertaken by a group of students whose research projects are in a common area.,Prerequisite: ACCT5997 or equivalent,6 Units of Credit
ACCT5972,Term 3 2019,"Main Campus, Kensington",0,1,"This course is concerned with developing students' analytical mindset. An analytics mindset is the ability to: (1) ask the right question; (2) extract, transform and load relevant data; (3) apply appropriate data analytic techniques; and (4) interpret and share the results with stakeholders.
The course gives students the opportunity to understand the importance of data and analytics to accounting and business management environments. Students complete case based problems throughout the course that require hands-on use of analytics tools. Students learn how data analytics can add value to business by providing powerful new insights to inform business decisions. Students learn to identify, interpret and use different forms of data to determine what is wrong and why it is so (technical accounting skills) as well how they would digitally communicate derived insights to stakeholders. 

Data and analytics are transforming business and have major implications for the role of graduate accountants in business. Increasingly, accountants are competing with data analysts and scientists. However, accountants are still the preferred trusted business advisors given their historic role in preparing financial information. This course is designed to give graduates a much sought after skill set which will equip them to add value to organizations in data driven business environments.
Acknowledgement is given to the Ernst & Young Foundation's Analytical Mindset Framework which informs the curriculum development of this course. 
.",No Prerequisites,6 Units of Credit
ACCT5994,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
ACCT5996,"Term 1 2019, Term 3 2019","Main Campus, Kensington",0,1,"This course examines the use of financial and non-financial information for the purpose of analysing business processes to achieve superior organisational performance. The course introduces a number of management accounting tools and quantitative techniques that can be used to analyse how business processes consume resources, create value for a firm and its customers, and how this value may be enhanced through business process improvement. The course draws on textbook explanations and research-based insights of contemporary business practice in this area.
Note: Not available to students who have completed ACCT2522 in the last three years.",Prerequisite or Corequisite: ACCT5930 or COMM5003 or ACCT5906,6 Units of Credit
ACCT5997,Term 1 2019,"Main Campus, Kensington",0,1,Enrolment requires School Approval.This course considers the relationship between science and scientific method; provides an introduction to the interpretation of the key statistical techniques used in accounting research; and considers and reviews some of the principle research methods that have been used to address issues in accounting.,No Prerequisites,6 Units of Credit
ACCT5998,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,1,Please contact the school for further information.,No Prerequisites,6 Units of Credit
ACCT6001,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
ACCT8691,"Term 1 2019, Term 2 2019, Term 3 2019","Main Campus, Kensington",0,0,N\A,N\A,N\A
ACTL1101,Term 3 2019,"Main Campus, Kensington",1,0,"This course is designed to provide an introduction to actuarial studies.  It covers the fundamental modelling tools used by actuaries (probability, statistics, financial mathematics), as well as some of the basic actuarial models in areas such as insurance, superannuation or financial risk management, and which will be studied in great depth during the remainder of the degree. The main areas of actuarial practice and research are also introduced and discussed. Finally, labs will provide a foundation in programming, as well as data manipulation and visualisation, with a particular focus on R.","Prerequisite:MATH1151 AND (Enrolment in Program 3586, 3587, 3588, 3589, 3155, 3154 or 4737)",6 Units of Credit
ACTL2100,Term 2 2019,"Main Campus, Kensington",1,0,"Please Note: Co-op students are not liable for tuition fee charges for this course.
Students consider the practical application of the fundamental principles of actuarial studies in an industry environment.",Prerequisite: ACTL1001,6 Units of Credit
ACTL2101,"Summer Term 2019, Term 1 2019","Main Campus, Kensington",1,0,"The main aims of this course is to provide the Scholars with practical experience in Actuarial Studies that complements their academic studies, and to give Sponsors enthusiastic and talented young achievers who may wish to work with them upon graduation.  Industry placement 1 is intended to be an introduction to the Sponsor's business, and the structures and policies in place to support the core business activities. Ideally, the Scholars should interact with several areas of the organization. Note: Only available to Actuarial Studies,  UNSW Business School Co-op Scholars",Prerequisite:Enrolment in Program 3587,12 Units of Credit
ACTL2102,Term 2 2019,"Main Campus, Kensington",1,0,"This course introduces the stochastic models used by actuaries to model both liabilities and assets and illustrates their applications in actuarial work. Topics covered include main features of a Markov chain and applications to experience rating; Markov process models and applications to insurance, survival, sickness and marriage models; simple time series models including random walk and auto-regressive models and their application to investment variables; methods for simulation of a stochastic process. Students will be expected to implement models using the R software in a numerical computer package.","Prerequisite:ACTL2131 or MATH2901 and (enrolment in 3154, 3155, 3586, 3587, 3588, 3589 or 4737)",6 Units of Credit
ACTL2111,Term 1 2019,"Main Campus, Kensington",1,0,"This course develops the financial mathematics required for the analysis of financial and insurance transactions. Topics covered include: mathematics of compound interest; valuation of cash flows of simple insurance contracts; analysis and valuation of annuities, bonds, loans and other securities; yield curves and immunisation; introduction to stochastic interest rate models and actuarial applications.",Prerequisite:(ACTL1101 and MATH1251/MATH1241) or (MATH1251/MATH1241 and stream MATHR13986) or (MATH1251/MATH1241 and stream MATHR13523) or (MATH1251/MATH1241 and stream MATHR13564) or (MATH1251/MATH1241 and stream MATHR13956).,6 Units of Credit
ACTL2131,Term 1 2019,"Main Campus, Kensington",1,0,"This course covers probability and statistics topics relevant to actuarial studies. Topics covered include univariate/multivariate random variables, moments, probability generating functions, moment generating functions, marginal and conditional distributions, sampling distributions, estimation methods, hypothesis tests, regression, analysis of variance. Examples relevant to actuarial studies, finance and insurance are used to illustrate the application of the topics covered.",Prerequisite: ACTL1101 AND (MATH1251 or MATH1241 ),6 Units of Credit
ACTL3141,Term 1 2019,"Main Campus, Kensington",1,0,"This course covers survival models, their estimation and application to mortality and other decrements. Specific topics include: the concept of a survival model and actuarial notation; estimation of lifetime distributions; multiple state models; maximum likelihood estimation of transition intensities; construction of multiple decrement tables; the binomial model of mortality and its estimation; models with transition intensities depending on age and duration; the census approximation and formulae; statistical comparison of crude rates with standard table; graduation of crude estimates and tests of fidelity and smoothness; analysis of mortality/morbidity and the main forms of selection; models for projection of populations. The analysis of data using numerical computer packages developed during the course will form part of the course assessment.",Prerequisite: (ACTL2131 or MATH2901) and (ACTL2102 or school approval),6 Units of Credit
ACTL3142,Term 2 2019,"Main Campus, Kensington",1,0,"This course covers the actuarial professional syllabus for data analysis including techniques for mortality, health, and insurance data used in actuarial analysis and decision-making. The course covers aspects of data analysis including exploratory data analysis, data checking and cleaning, and data visualization; classification and prediction with regression and generalized linear models; descriptive, inferential and predictive analysis and models; and statistical and machine learning including supervised and unsupervised learning. The course also covers ethical, regulatory and professional issues, and risks and risk management associated with using data and data analysis. A particular focus will be placed on communication of technical results for business applications.",Prerequisite: ACTL2131 and ACTL2111,6 Units of Credit
ACTL3151,Term 1 2019,"Main Campus, Kensington",1,0,"This course covers the techniques for deriving the value for pricing and reserving purposes of life insurance risks, including an appreciation of the analysis of change on the examination of the assumptions. Students will use spreadsheets to perform computations and be given exercises that require participation in teams. The course also covers contemporary management issues in life insurance including longevity, premium rating, selection and capital management. This course will cover the requirements for the Actuaries Institute CT5 course and students gaining at least a credit assessment will be recommended for exemption from the CT5 course.",Prerequisite: ACTL2111 and ACTL2102,6 Units of Credit
ACTL3162,Term 3 2019,"Main Campus, Kensington",1,0,"This course covers the actuarial mathematics, statistics and models used in non-life insurance actuarial practice. Topics covered include: basic concepts of decision theory and Bayesian statistics; loss distributions and reinsurance, risk models including compound Poisson; estimation of aggregate claims distribution; probability of ruin; premium rating and credibility; experience rating systems; claims reserving for loss run-off data and generalised linear models. Students will apply these techniques with respect to principles of effective general insurance management. This course will cover the requirements for the Actuaries Institute CT6 course and students gaining at least a credit assessment will be recommended for exemption from the CT6 course.",Prerequisite: ACTL2102 or (MATH2901 and in any of the following plans MATHR13986 or MATHR13523 or MATHR13564 or MATHR13956 or MATHR13589 or MATHR13761 or MATHR13946 or MATHR13949 or MATHR13998),6 Units of Credit
